event_id,title,area,subarea,semantic_cluster_id,semantic_cluster_label,taxonomy_confidence,review_status,topic_group,topic,is_oral,award,public_total_votes,visits_last_7_days,github_url,github_repo,github_stars,artifact_confidence,needs_manual_check_reason,primary_contribution_type,method_families,evaluation_settings,benchmark_mentions,dataset_mentions,metric_mentions,evidence_confidence,author_count,institution_count,url,alphaxiv_url,signal_score
62459,On the Expressive Power of Permutation-Equivariant Weight-Space Networks,"Graphs, Geometry, and Representation Learning",Equivariant graph and geometric networks,41,graph / networks / neural networks / graph neural,high,needs_review,Deep Learning,Deep Learning->Everything Else,false,,1,7,,,0,no_github_url,,Uncoded,Graphs / geometry,theory/synthetic,,,,low,3,3,https://icml.cc/virtual/2026/poster/62459,https://www.alphaxiv.org/abs/2602.01083,8
65644,SEMIR: Semantic Minor-Induced Representation Learning on Graphs for Visual Segmentation,"Graphs, Geometry, and Representation Learning",Geometric representation learning and manifolds,18,geometric / representation / geometry / representations,high,needs_review,Applications,Applications->Computer Vision,false,,3,5,,,0,no_github_url,,Benchmark / evaluation,LLM post-training; Compression / efficiency; Graphs / geometry,vision/video,,,,medium,2,2,https://icml.cc/virtual/2026/poster/65644,https://www.alphaxiv.org/abs/2605.12389,8
63782,Slash the Sink: Sharpening Structural Attention Inside LLMs,"Graphs, Geometry, and Representation Learning",Graph neural networks and graph learning,15,graph / graph neural / graphs / networks,high,stable_seed,Deep Learning,Deep Learning->Attention Mechanisms,false,,6,0,https://github.com/liuyiming01/SLASH,liuyiming01/SLASH,2,github_url_with_stars,,Method / algorithm,LLM post-training; Diffusion / flow; Transformer / attention; Graphs / geometry,language/llm; security/safety,,,,medium,5,3,https://icml.cc/virtual/2026/poster/63782,https://www.alphaxiv.org/abs/2605.10503,8
66668,Thinking in Structures: Evaluating Spatial Intelligence through Reasoning on Constrained Manifolds,"Graphs, Geometry, and Representation Learning",Geometric representation learning and manifolds,18,geometric / representation / geometry / representations,high,needs_review,General Machine Learning,General Machine Learning->Evaluation,false,,6,2,https://github.com/ssi-bench/SSI-Bench-Dataset,ssi-bench/SSI-Bench-Dataset,0,github_url_no_stars,,Benchmark / evaluation,Reasoning / test-time compute; Graphs / geometry,vision/video; language/llm,VQA,,accuracy,medium,13,1,https://icml.cc/virtual/2026/poster/66668,https://www.alphaxiv.org/abs/2602.07864,8
61476,Algorithmic Primitives and Compositional Geometry of Reasoning in Language Models,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,8,0,,,0,no_github_url,,Benchmark / evaluation,Reasoning / test-time compute; Graphs / geometry,language/llm,,,,medium,8,8,https://icml.cc/virtual/2026/poster/61476,https://www.alphaxiv.org/abs/2510.15987,8
61871,A²RBench: An Automatic Paradigm for Formally Verifiable Abstract Reasoning Benchmark Generation,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,4,1,https://github.com/MAC-AutoML/A2Rbench,MAC-AutoML/A2Rbench,3,github_url_with_stars,,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use,math/code/verifiable; vision/video; language/llm; theory/synthetic,RBench,,,medium,6,1,https://icml.cc/virtual/2026/poster/61871,https://www.alphaxiv.org/abs/2605.17278,8
65911,Beyond External Monitors: Enhancing Transparency of Large Language Models for Easier Monitoring,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability",false,,8,0,,,0,no_github_url,,Position / conceptual,,language/llm; theory/synthetic,,,,low,6,5,https://icml.cc/virtual/2026/poster/65911,https://www.alphaxiv.org/abs/2502.05242,8
61881,Bridging On-Device and Cloud LLMs for Collaborative Reasoning: A Unified Methodology for Local Routing and Post-Training,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,35,reasoning / rl / reinforcement / reinforcement learning,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,5,3,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute,language/llm,,,reward,medium,5,2,https://icml.cc/virtual/2026/poster/61881,https://www.alphaxiv.org/abs/2509.24050,8
64791,CPMöbius: Iterative Coach–Player Reasoning for Data-Free Reinforcement Learning,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,35,reasoning / rl / reinforcement / reinforcement learning,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Everything Else,false,,8,0,,,0,no_github_url,,Dataset / data resource,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,,,accuracy,medium,11,5,https://icml.cc/virtual/2026/poster/64791,https://www.alphaxiv.org/abs/2602.02979,8
65478,Capacity-Aware Mixture Law Enables Efficient LLM Data Optimization,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,21,language / large language / language models / large,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,4,4,,,0,no_github_url,,Benchmark / evaluation,Reasoning / test-time compute,language/llm,,,accuracy,medium,3,3,https://icml.cc/virtual/2026/poster/65478,https://www.alphaxiv.org/abs/2603.08022,8
64324,Compositional Transduction with Latent Analogies for Offline Goal-Conditioned Reinforcement Learning,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",2,reward / reinforcement learning / reinforcement / rewards,high,needs_review,Reinforcement Learning,Reinforcement Learning->Batch/Offline,false,,7,1,https://github.com/rllab-snu/CTA,rllab-snu/CTA,0,github_url_no_stars,,Benchmark / evaluation,RL / policy optimization; Agents / tool use,robotics/embodied; theory/synthetic,OGBench,,reward,medium,4,2,https://icml.cc/virtual/2026/poster/64324,https://www.alphaxiv.org/abs/2605.20609,8
63637,Dependence-Aware Label Aggregation for LLM-as-a-Judge via Ising Models,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,21,language / large language / language models / large,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,5,3,,,0,no_github_url,,Dataset / data resource,Graphs / geometry,language/llm,,,,medium,3,3,https://icml.cc/virtual/2026/poster/63637,https://www.alphaxiv.org/abs/2601.22336,8
66556,Differential syntactic and semantic encoding in LLMs,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,6,2,,,0,no_github_url,,Uncoded,,language/llm,,,,low,3,3,https://icml.cc/virtual/2026/poster/66556,https://www.alphaxiv.org/abs/2601.04765,8
60740,"Forget to Know, Remember to Use: Context-Aware Unlearning for Large Language Models","LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Social Aspects,Social Aspects->Privacy,false,,4,4,,,0,no_github_url,,Method / algorithm,,language/llm; security/safety,,,,low,7,4,https://icml.cc/virtual/2026/poster/60740,https://www.alphaxiv.org/abs/2510.17620,8
64626,Mitigating Bias in Locally Constrained Decoding via Tractable Proposals,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,14,decoding / diffusion / language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,2,6,,,0,no_github_url,,Benchmark / evaluation,Diffusion / flow; Bayesian / probabilistic,language/llm; security/safety,,,,medium,6,4,https://icml.cc/virtual/2026/poster/64626,https://www.alphaxiv.org/abs/2606.01926,8
65165,Multi-Objective Learning for Diffusion Models: A Statistical Theory under Semi-Supervised Learning,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,21,language / large language / language models / large,medium,needs_review,Deep Learning,Deep Learning->Theory,false,,6,2,,,0,no_github_url,,Dataset / data resource,RL / policy optimization; Reasoning / test-time compute; Diffusion / flow,vision/video; robotics/embodied; language/llm; theory/synthetic,,,,medium,8,4,https://icml.cc/virtual/2026/poster/65165,https://www.alphaxiv.org/abs/2605.25210,8
65763,On Robustness and Chain-of-Thought Consistency of RL-Finetuned VLMs,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,6,2,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute,vision/video; language/llm,,,accuracy; reward,medium,8,3,https://icml.cc/virtual/2026/poster/65763,https://www.alphaxiv.org/abs/2602.12506,8
64820,Principled Synthetic Data Enables the First Scaling Laws for LLMs in Recommendation,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,21,language / large language / language models / large,medium,needs_review,Unknown,,false,,5,3,,,0,no_github_url,,Dataset / data resource,LLM post-training,language/llm; security/safety; theory/synthetic,,,perplexity,medium,11,3,https://icml.cc/virtual/2026/poster/64820,https://www.alphaxiv.org/abs/2602.07298,8
65410,Probing How Scalable Table Data Enhances General Long-Context Reasoning,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,6,2,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Transformer / attention,math/code/verifiable; language/llm,,,,medium,11,8,https://icml.cc/virtual/2026/poster/65410,https://www.alphaxiv.org/abs/2603.21719,8
61298,Real-Time Monitoring and Calibration of Chain-of-Thought Sycophancy in Large Reasoning Models,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Social Aspects,Social Aspects->Alignment,false,,6,2,,,0,no_github_url,,Dataset / data resource,LLM post-training; Reasoning / test-time compute,,,,,low,6,5,https://icml.cc/virtual/2026/poster/61298,https://www.alphaxiv.org/abs/2511.06419,8
65009,"Spurious Correlation Learning in Preference Optimization: Mechanisms, Consequences, and Mitigation via Tie Training","LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,21,language / large language / language models / large,medium,needs_review,General Machine Learning,General Machine Learning->Everything Else,false,,6,2,,,0,no_github_url,,Theory / proof,LLM post-training; Causal / data-centric,language/llm; security/safety; theory/synthetic,,,,medium,4,3,https://icml.cc/virtual/2026/poster/65009,https://www.alphaxiv.org/abs/2605.11134,8
64302,Stable-GFlowNet: Toward Diverse and Robust LLM Red-Teaming via Contrastive Trajectory Balance,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,21,language / large language / language models / large,medium,needs_review,Applications,"Applications->Language, Speech and Dialog",false,,3,5,,,0,no_github_url,,Method / algorithm,RL / policy optimization; Diffusion / flow,language/llm; security/safety,,,reward,medium,6,3,https://icml.cc/virtual/2026/poster/64302,https://www.alphaxiv.org/abs/2605.00553,8
61348,Steering at the Source: Style Modulation Heads for Robust Persona Control,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability",false,,1,1,https://github.com/Omusubi0123/style-modulation-head,Omusubi0123/style-modulation-head,6,github_url_with_stars,,Uncoded,LLM post-training; Transformer / attention; Compression / efficiency; Graphs / geometry,robotics/embodied; language/llm; security/safety,,,,low,5,3,https://icml.cc/virtual/2026/poster/61348,https://www.alphaxiv.org/abs/2603.13249,8
63328,T-POP: Test-Time Personalization with Online Preference Feedback,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,21,language / large language / language models / large,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,2,6,,,0,no_github_url,,Method / algorithm,RL / policy optimization; LLM post-training; Reasoning / test-time compute,language/llm,,,reward,medium,10,8,https://icml.cc/virtual/2026/poster/63328,https://www.alphaxiv.org/abs/2509.24696,8
64470,TRACE: Toulmin-based Reasoning Assessment through Constructive Elements for LLM CoT Evaluation,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,1,6,https://github.com/hyyangkisti/trace,hyyangkisti/trace,1,github_url_with_stars,,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute,language/llm; theory/synthetic,,,accuracy; reward,medium,2,1,https://icml.cc/virtual/2026/poster/64470,https://www.alphaxiv.org/abs/2605.29656,8
63120,Task-Awareness Improves LLM Generations and Uncertainty,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,6,2,,,0,no_github_url,,Dataset / data resource,LLM post-training; Bayesian / probabilistic; Graphs / geometry,language/llm,,,,medium,3,3,https://icml.cc/virtual/2026/poster/63120,https://www.alphaxiv.org/abs/2601.21500,8
61787,The Geometric Reasoner: Manifold-Informed Latent Foresight Search for Long-Context Reasoning,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,8,0,,,0,no_github_url,,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use; Transformer / attention; Graphs / geometry,math/code/verifiable; language/llm,,,memory,medium,3,1,https://icml.cc/virtual/2026/poster/61787,https://www.alphaxiv.org/abs/2601.18832,8
64079,Toward Stable Value Alignment: Introducing Independent Modules for Consistent Value Guidance,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Social Aspects,Social Aspects->Alignment,false,,2,4,https://github.com/Clervils/SVGT,Clervils/SVGT,2,github_url_with_stars,,Benchmark / evaluation,LLM post-training; Transformer / attention,language/llm; security/safety,,,,medium,4,1,https://icml.cc/virtual/2026/poster/64079,https://www.alphaxiv.org/abs/2605.11712,8
62606,Unveiling the Entropy Dynamics of Chain-of-Thought Reasoning,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Unknown,,false,,2,6,,,0,no_github_url,,Theory / proof,Reasoning / test-time compute,robotics/embodied,,,accuracy,medium,7,6,https://icml.cc/virtual/2026/poster/62606,https://www.alphaxiv.org/abs/2606.02020,8
64238,AOEPT: Breaking the Implicit Modality-Reduction Bottleneck in Modality Missing Prompt Tuning,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,0,multimodal / visual / modal / modality,high,stable_seed,Applications,Applications->Computer Vision,false,,2,4,https://github.com/Jian-Lang/AOEPT,Jian-Lang/AOEPT,2,github_url_with_stars,,Benchmark / evaluation,Reasoning / test-time compute; Transformer / attention,vision/video,,,,medium,4,1,https://icml.cc/virtual/2026/poster/64238,https://www.alphaxiv.org/abs/2605.24816,8
64555,Adaptive Residual-Update Steering for Low-Overhead Hallucination Mitigation in Large Vision-Language Models,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Deep Learning,Deep Learning->Foundation Models,false,,8,0,,,0,no_github_url,,System / infrastructure,Agents / tool use,math/code/verifiable; vision/video; language/llm,,,latency; throughput,medium,5,2,https://icml.cc/virtual/2026/poster/64555,https://www.alphaxiv.org/abs/2511.10292,8
66641,Advancing Analytic Class-Incremental Learning through Vision-Language Calibration,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,General Machine Learning,General Machine Learning->Supervised Learning,false,,1,0,https://github.com/byzhaoAI/VILA,byzhaoAI/VILA,7,github_url_with_stars,,Benchmark / evaluation,Agents / tool use; Graphs / geometry,math/code/verifiable; vision/video; language/llm; security/safety,,,,medium,5,3,https://icml.cc/virtual/2026/poster/66641,https://www.alphaxiv.org/abs/2602.13670,8
62824,Benchmarking and Enhancing VLM for Compressed Image Understanding,"Multimodal, Vision, and Perception","Vision robustness, detection, and adversarial perception",36,detection / vision / image / robustness,medium,needs_review,Applications,Applications->Computer Vision,false,,7,1,,,0,no_github_url,,Benchmark / evaluation,Compression / efficiency,vision/video; language/llm,,,,medium,7,4,https://icml.cc/virtual/2026/poster/62824,https://www.alphaxiv.org/abs/2512.20901,8
61824,CADFit: Precise Mesh-to-CAD Program Generation with Hybrid Optimization,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",25,3d / video / motion / applications computer,high,stable_seed,Applications,Applications->Computer Vision,false,,3,5,,,0,no_github_url,,Benchmark / evaluation,Graphs / geometry,math/code/verifiable; vision/video,,,,medium,3,2,https://icml.cc/virtual/2026/poster/61824,https://www.alphaxiv.org/abs/2605.01171,8
66290,CORE: Conflict-Oriented Reasoning for General Multimodal Manipulation Detection,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,0,multimodal / visual / modal / modality,high,stable_seed,Social Aspects,Social Aspects->Safety,false,,3,1,https://github.com/shen8424/CORE,shen8424/CORE,4,github_url_with_stars,,Benchmark / evaluation,Reasoning / test-time compute,robotics/embodied; language/llm; security/safety,MMFakeBench,,accuracy,medium,8,6,https://icml.cc/virtual/2026/poster/66290,https://www.alphaxiv.org/abs/2606.03066,8
62864,Calibrating Uncertainty for Zero-Shot Adversarial CLIP,"Multimodal, Vision, and Perception","Vision robustness, detection, and adversarial perception",36,detection / vision / image / robustness,medium,needs_review,Deep Learning,Deep Learning->Robustness,false,,7,1,,,0,no_github_url,,Benchmark / evaluation,LLM post-training,security/safety,,,accuracy; clip,medium,6,4,https://icml.cc/virtual/2026/poster/62864,https://www.alphaxiv.org/abs/2512.12997,8
65750,Dive into the Scene: Breaking the Perceptual Bottleneck in Vision-Language Decision Making via Focus Plan Generation,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,7,1,,,0,no_github_url,,Benchmark / evaluation,Agents / tool use; Graphs / geometry,vision/video; robotics/embodied; language/llm,,,,medium,6,2,https://icml.cc/virtual/2026/poster/65750,https://www.alphaxiv.org/abs/2606.04046,8
62895,HOI-PAGE: Zero-Shot Human-Object Interaction Generation with Part Affordance Guidance,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",25,3d / video / motion / applications computer,high,stable_seed,Applications,Applications->Computer Vision,false,,8,0,,,0,no_github_url,,System / infrastructure,LLM post-training; Reasoning / test-time compute; Graphs / geometry,vision/video; language/llm,,,,medium,2,2,https://icml.cc/virtual/2026/poster/62895,https://www.alphaxiv.org/abs/2506.07209,8
65250,Manifold-Aligned Guided Integrated Gradients for Reliable Feature Attribution,"Multimodal, Vision, and Perception","Vision robustness, detection, and adversarial perception",36,detection / vision / image / robustness,medium,needs_review,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability",false,,3,0,https://github.com/leekwoon/ma-gig,leekwoon/ma-gig,5,github_url_with_stars,,Dataset / data resource,Bayesian / probabilistic; Graphs / geometry,,,,,low,4,4,https://icml.cc/virtual/2026/poster/65250,https://www.alphaxiv.org/abs/2605.02167,8
64646,Mitigating Hallucinations in Large Vision-Language Models via Causal Route Gating,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Deep Learning,Deep Learning->Foundation Models,false,,5,3,,,0,no_github_url,,Benchmark / evaluation,Transformer / attention; Causal / data-centric,vision/video; language/llm,,,,medium,4,4,https://icml.cc/virtual/2026/poster/64646,https://www.alphaxiv.org/abs/2605.24024,8
64048,Prompt Tuning for CLIP on the Pretrained Manifold,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Applications,Applications->Computer Vision,false,,4,4,,,0,no_github_url,,Position / conceptual,Graphs / geometry,vision/video; language/llm; security/safety; theory/synthetic,,,clip,medium,6,4,https://icml.cc/virtual/2026/poster/64048,https://www.alphaxiv.org/abs/2602.19198,8
61692,Rethinking Genomic Modeling Through Optical Character Recognition,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,0,multimodal / visual / modal / modality,high,stable_seed,Applications,Applications->Health / Medicine,false,,8,0,,,0,no_github_url,,Benchmark / evaluation,Compression / efficiency,vision/video; language/llm,,,,medium,7,1,https://icml.cc/virtual/2026/poster/61692,https://www.alphaxiv.org/abs/2602.02014,8
65536,S2GS: Streaming Semantic Gaussian Splatting for Online Scene Understanding and Reconstruction,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",25,3d / video / motion / applications computer,high,stable_seed,Applications,Applications->Computer Vision,false,,5,3,,,0,no_github_url,,Benchmark / evaluation,LLM post-training; Causal / data-centric; Graphs / geometry,vision/video,,,memory,medium,7,2,https://icml.cc/virtual/2026/poster/65536,https://www.alphaxiv.org/abs/2603.14232,8
62906,SPARC: Separating Perception And Reasoning Circuits for Test-time Scaling of VLMs,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,8,0,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute,vision/video; language/llm,VQA,,accuracy,medium,9,8,https://icml.cc/virtual/2026/poster/62906,https://www.alphaxiv.org/abs/2602.06566,8
62834,Semantic-Aware Motion Encoding for Topology-Agnostic Character Animation,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",25,3d / video / motion / applications computer,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,false,,3,5,,,0,no_github_url,,Dataset / data resource,Graphs / geometry,language/llm,,,,medium,4,1,https://icml.cc/virtual/2026/poster/62834,https://www.alphaxiv.org/abs/2605.27055,8
63080,The Geometry of Representational Failures in Vision Language Models,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Deep Learning,Deep Learning->Other Representation Learning,false,,5,3,,,0,no_github_url,,Method / algorithm,Graphs / geometry,vision/video; language/llm,,,,medium,7,6,https://icml.cc/virtual/2026/poster/63080,https://www.alphaxiv.org/abs/2602.07025,8
64685,Towards Fine-grained Robustness: Attention-guided Test-time Prompt Tuning for Vision-Language Models,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Deep Learning,Deep Learning->Robustness,false,,7,0,https://github.com/SEU-VIPGroup/A-TPT,SEU-VIPGroup/A-TPT,1,github_url_with_stars,,Application / domain study,LLM post-training; Reasoning / test-time compute; Transformer / attention,vision/video; language/llm; security/safety,,,clip,medium,3,1,https://icml.cc/virtual/2026/poster/64685,https://www.alphaxiv.org/abs/2605.19956,8
63412,Trifuse: Enhancing Attention-Based GUI Grounding via Multimodal Fusion,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,0,multimodal / visual / modal / modality,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,6,2,,,0,no_github_url,,Benchmark / evaluation,LLM post-training; Agents / tool use; Transformer / attention,vision/video; language/llm,,,,medium,5,2,https://icml.cc/virtual/2026/poster/63412,https://www.alphaxiv.org/abs/2602.06351,8
66058,V-ABS: Action-Observer Driven Beam Search for Dynamic Visual Reasoning,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,false,,4,3,https://github.com/pami-zwning/V-ABS,pami-zwning/V-ABS,1,github_url_with_stars,,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use,robotics/embodied; language/llm; security/safety,,,,medium,9,4,https://icml.cc/virtual/2026/poster/66058,https://www.alphaxiv.org/abs/2605.10172,8
65731,$E^2$PO: Embedding-perturbed Exploration Preference Optimization for Flow Models,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Applications,Applications->Computer Vision,false,,5,3,,,0,no_github_url,,Theory / proof,RL / policy optimization; LLM post-training; Diffusion / flow,vision/video,,,reward,medium,6,3,https://icml.cc/virtual/2026/poster/65731,https://www.alphaxiv.org/abs/2605.15803,8
61146,Diffusing to Coordinate: Efficient Online Multi-Agent Diffusion Policies,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Multi-agent,false,,6,2,,,0,no_github_url,,Method / algorithm,RL / policy optimization; Agents / tool use; Diffusion / flow,vision/video,,,,medium,6,5,https://icml.cc/virtual/2026/poster/61146,https://www.alphaxiv.org/abs/2602.18291,8
61606,Randomized Advantage Transformation (RAT): Computing Natural Policy Gradients via Direct Backpropagation,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Deep RL,false,,4,3,https://github.com/agent-lab/ICML2026-RAT,agent-lab/ICML2026-RAT,1,github_url_with_stars,,Benchmark / evaluation,RL / policy optimization; Graphs / geometry,robotics/embodied,,,,medium,1,1,https://icml.cc/virtual/2026/poster/61606,https://www.alphaxiv.org/abs/2605.18591,8
60945,Regularized Offline Policy Optimization with Posterior Hybrid Bayesian Belief,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Batch/Offline,false,,7,1,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; Bayesian / probabilistic,theory/synthetic,,,,medium,3,2,https://icml.cc/virtual/2026/poster/60945,https://www.alphaxiv.org/abs/2606.00680,8
63464,Reparameterization Flow Policy Optimization,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Deep RL,false,,5,3,,,0,no_github_url,,System / infrastructure,RL / policy optimization; Diffusion / flow,robotics/embodied,,,reward,medium,4,3,https://icml.cc/virtual/2026/poster/63464,https://www.alphaxiv.org/abs/2602.03501,8
61906,Safe In-Context Reinforcement Learning,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Reinforcement Learning,Reinforcement Learning->Deep RL,false,,6,2,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute; Agents / tool use,security/safety,,,reward,medium,7,4,https://icml.cc/virtual/2026/poster/61906,https://www.alphaxiv.org/abs/2509.25582,8
62879,ScenePilot: Controllable Boundary-Driven Critical Scenario Generation for Autonomous Driving,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Applications,Applications->Everything Else,false,,3,0,https://github.com/QiyuRuan/ScenePilot,QiyuRuan/ScenePilot,5,github_url_with_stars,,Benchmark / evaluation,RL / policy optimization; LLM post-training; Agents / tool use,security/safety; theory/synthetic,SafeBench,,,medium,5,1,https://icml.cc/virtual/2026/poster/62879,https://www.alphaxiv.org/abs/2605.21168,8
63406,"Dynamics Are Learned, Not Told: Semi-Supervised Discovery of Latent Dynamics Geometries For Zero-Shot Policy Adaptation","Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,16,action / robotics / vla / applications robotics,high,stable_seed,Applications,Applications->Robotics,false,,5,3,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; Graphs / geometry,robotics/embodied,,,regret,medium,7,3,https://icml.cc/virtual/2026/poster/63406,https://www.alphaxiv.org/abs/2606.02280,8
