audit_rank,audit_priority_score,audit_category,event_id,title,topic_group,is_oral,award,public_total_votes,github_url,github_repo,alphaxiv_github_stars,artifact_confidence,needs_manual_check_reason,live_status,live_qa_flags,live_license_spdx,live_pushed_at,live_pushed_age_days,audit_reason,manual_checks,alphaxiv_url,icml_url
148,604,repo_flagged_live_check,65176,Optimal Regularization for Performative Learning,Theory,false,,0,https://github.com/sayantann11/all-classification-templetes-for-ML,sayantann11/all-classification-templetes-for-ML,297,github_url_with_stars,,live,stale_pushed_at,,2024-05-15T11:46:23Z,789,GitHub API QA flags: stale_pushed_at,confirm link belongs to the paper; reject template/index/star-inflated repo; artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2510.12249,https://icml.cc/virtual/2026/poster/65176
149,581,linked_needs_repro_check,61106,DeepAnalyze: Agentic Large Language Models for Autonomous Data Science,Other,false,,146,https://github.com/ruc-datalab/DeepAnalyze,ruc-datalab/DeepAnalyze,4355,github_url_with_stars,,live,,MIT,2026-07-01T03:12:26Z,13,"GitHub URL exists; inspect runnable code, data/checkpoints, license, and reproduction instructions.",artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2510.16872,https://icml.cc/virtual/2026/poster/61106
150,578,linked_needs_repro_check,61640,SimpleMem: Efficient Lifelong Memory for LLM Agents,Deep Learning,false,,214,https://github.com/aiming-lab/SimpleMem,aiming-lab/SimpleMem,3641,github_url_with_stars,,live,,MIT,2026-06-23T05:02:47Z,21,"GitHub URL exists; inspect runnable code, data/checkpoints, license, and reproduction instructions.",artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2601.02553,https://icml.cc/virtual/2026/poster/61640
151,576,linked_needs_repro_check,62831,VenusBench-Mobile: A Challenging and User-Centric Benchmark for Mobile GUI Agents with Capability Diagnostics,Deep Learning,true,,0,https://github.com/inclusionAI/UI-Venus,inclusionAI/UI-Venus,1013,github_url_with_stars,,live,,,2026-05-11T06:54:30Z,64,"GitHub URL exists; inspect runnable code, data/checkpoints, license, and reproduction instructions.",artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2604.06182,https://icml.cc/virtual/2026/poster/62831
152,557,metadata_suspicious_link,64404,Benchmarking World-Model Learning with Environment-Level Queries,General Machine Learning,false,,56,https://github.com/Noietch/Awesome-Learning-for-Manipulation,Noietch/Awesome-Learning-for-Manipulation,11,needs_manual_check,template_or_index_like_url,,,,,,"AlphaXiv link looks like a template, homepage, awesome list, or index repository.",confirm link belongs to the paper; reject template/index/star-inflated repo; artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2510.19788,https://icml.cc/virtual/2026/poster/64404
153,555,linked_needs_repro_check,63333,GDPO: Group reward-Decoupled Normalization Policy Optimization for Multi-reward RL Optimization,Deep Learning,false,,507,https://github.com/NVlabs/GDPO,NVlabs/GDPO,489,github_url_with_stars,,live,,Apache-2.0,2026-05-20T08:59:00Z,54,"GitHub URL exists; inspect runnable code, data/checkpoints, license, and reproduction instructions.",artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2601.05242,https://icml.cc/virtual/2026/poster/63333
154,555,high_signal_no_github,60548,"Reinforcement Learning with Verifiable Rewards: GRPO's Loss, Dynamics, and Success Amplification",Reinforcement Learning,false,,305,,,0,no_github_url,,,,,,,High-signal paper has no GitHub URL in AlphaXiv metadata.,"search paper/pdf/supplement for code, data, project page, or delayed release statement",https://www.alphaxiv.org/abs/2503.06639,https://icml.cc/virtual/2026/poster/60548
155,531,high_signal_no_github,68826,Not All Rollouts are Useful: Down-Sampling Rollouts in LLM Reinforcement Learning,Deep Learning,false,,281,,,0,no_github_url,,,,,,,High-signal paper has no GitHub URL in AlphaXiv metadata.,"search paper/pdf/supplement for code, data, project page, or delayed release statement",https://www.alphaxiv.org/abs/2504.13818,https://icml.cc/virtual/2026/poster/68826
156,528,linked_unchecked_live_status,66212,Controlled LLM Training on Spectral Sphere,Optimization,true,,115,https://github.com/Unakar/Spectral-Sphere-Optimizer,Unakar/Spectral-Sphere-Optimizer,130,github_url_with_stars,,,,,,,GitHub URL exists but is outside the bounded live-check set.,artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2601.08393,https://icml.cc/virtual/2026/poster/66212
157,524,linked_unchecked_live_status,64095,WeDLM: Reconciling Diffusion Language Models with Standard Causal Attention for Fast Inference,Other,true,,60,https://github.com/Tencent/WeDLM,Tencent/WeDLM,644,github_url_with_stars,,,,,,,GitHub URL exists but is outside the bounded live-check set.,artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2512.22737,https://icml.cc/virtual/2026/poster/64095
158,523,high_signal_no_github,65056,Learning Latent Action World Models In The Wild,Reinforcement Learning,false,,273,,,0,no_github_url,,,,,,,High-signal paper has no GitHub URL in AlphaXiv metadata.,"search paper/pdf/supplement for code, data, project page, or delayed release statement",https://www.alphaxiv.org/abs/2601.05230,https://icml.cc/virtual/2026/poster/65056
159,523,linked_needs_repro_check,63436,xKV: Cross-Layer KV-Cache Compression via Aligned Singular Vector Extraction,Deep Learning,false,,518,https://github.com/abdelfattah-lab/xKV,abdelfattah-lab/xKV,52,github_url_with_stars,,live,,Apache-2.0,2026-07-07T12:06:58Z,6,"GitHub URL exists; inspect runnable code, data/checkpoints, license, and reproduction instructions.",artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2503.18893,https://icml.cc/virtual/2026/poster/63436
160,517,repo_flagged_live_check,60699,The Cost of Learning under Multiple Change Points,Theory,false,,3,https://github.com/jettbrains/-L-,jettbrains/-L-,148,github_url_with_stars,,live,stale_pushed_at,GPL-3.0,2021-08-18T13:41:54Z,1790,GitHub API QA flags: stale_pushed_at,confirm link belongs to the paper; reject template/index/star-inflated repo; artifact_type; license; install_or_run_instructions; data_or_checkpoint_access; result_reproduction_path,https://www.alphaxiv.org/abs/2602.11406,https://icml.cc/virtual/2026/poster/60699
