event_id,semantic_cluster_id,semantic_cluster_label,lexical_cluster_id,lexical_cluster_label,title,topic,topic_group,themes,is_oral,award,public_total_votes,visits_last_7_days,github_stars,composite_score,semantic_distance,semantic_centrality,semantic_x,semantic_y,attention_score,url,alphaxiv_url
60486,3,attention / kv / context / cache,21,quantization / kv / memory / cache,ForesightKV: Optimizing KV Cache Eviction for Reasoning Models by Learning Long-Term Contribution,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",false,,5,15,0,0.031,0.59875,0.62549,-0.253651,-0.17648,0.01551,https://icml.cc/virtual/2026/poster/60486,https://www.alphaxiv.org/abs/2602.03203
65059,35,reasoning / rl / reinforcement / reinforcement learning,13,scaling / test time / test / time,rePIRL: Learn PRM with Inverse RL for LLM Reasoning,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",false,,10,0,0,0.011,0.55334,0.64377,-0.251787,0.043471,0.00551,https://icml.cc/virtual/2026/poster/65059,https://www.alphaxiv.org/abs/2602.07832
60908,32,bayesian / probabilistic / posterior / probabilistic methods,17,representation / machine learning / machine / general,Disentangling Latent Risk Pathways via Bayesian Hypergraph Inference,Probabilistic Methods->Structure Learning,Probabilistic Methods,"AI for science, health, and biology; Interpretability and mechanistic analysis; Safety, alignment, governance, and risk; Theory, optimization, and sampling",true,,1,2,0,1.5045,0.75904,0.56849,0.146198,0.149956,0.00225,https://icml.cc/virtual/2026/poster/60908,https://www.alphaxiv.org/abs/2606.07677
62583,30,agent / multi / search / agents,17,representation / machine learning / machine / general,Data Agent: Learning to Select Data via End-to-End Dynamic Optimization,General Machine Learning->Data,General Machine Learning,"Agents, tools, and computer use; Causality and data-centric ML; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,9,8,0,0.0235,0.70101,0.58789,-0.101835,0.15692,0.01176,https://icml.cc/virtual/2026/poster/62583,https://www.alphaxiv.org/abs/2603.07433
63487,17,label / labels / machine / machine learning,17,representation / machine learning / machine / general,Coupled Training with Privileged Features and Unlabeled Data,General Machine Learning->Unsupervised and Semi-supervised Learning,General Machine Learning,"AI for science, health, and biology; LLM reasoning and test-time compute",false,,0,0,0,0.0,0.65989,0.60245,0.09464,0.058624,0.0,https://icml.cc/virtual/2026/poster/63487,
65132,8,diffusion / sampling / diffusion models / generative,9,theory / algorithm / optimal / regret,High-accuracy sampling for diffusion models and log-concave distributions,Probabilistic Methods->Monte Carlo and Sampling Methods,Probabilistic Methods,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Theory, optimization, and sampling",true,Outstanding Paper Award,9,183,0,5.8211,0.86753,0.53547,0.24345,0.325489,0.16057,https://icml.cc/virtual/2026/poster/65132,https://www.alphaxiv.org/abs/2602.01338
64659,15,graph / graph neural / graphs / networks,5,graph / graph neural / networks / neural networks,SWING: Unlocking Implicit Graph Representations for Graph Random Features,General Machine Learning->Scalable Algorithms,General Machine Learning,"Diffusion, flow, and generative modeling; Theory, optimization, and sampling",false,,1,1,0,0.0028,0.7169,0.58244,0.199023,0.158854,0.0014,https://icml.cc/virtual/2026/poster/64659,https://www.alphaxiv.org/abs/2602.12703
61921,13,dynamics / networks / latent / dynamical,10,3d / vision / applications computer / computer vision,FlowCloud: Learning Continuous Spatiotemporal Dynamics from Unpaired Sparse Point Cloud Snapshots,Applications->Health / Medicine,Applications,"AI for science, health, and biology; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,0,0,0,0.0,0.72063,0.58118,0.391915,-0.032978,0.0,https://icml.cc/virtual/2026/poster/61921,
65080,22,visual / vision / reasoning / video,4,visual / multimodal / reasoning / vision,Schema-Guided World Modeling for Understanding Hierarchical Visual Dynamics,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Multimodal, vision-language, and video; Robotics and world models",false,,0,0,0,0.0,0.69468,0.59008,0.046549,-0.354565,0.0,https://icml.cc/virtual/2026/poster/65080,
65522,15,graph / graph neural / graphs / networks,22,gradient / networks / optimization / neural networks,Beyond Softmax: A Natural Parameterization for Categorical Random Variables,Optimization->Stochastic,Optimization,"RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,6,3,0,0.0117,0.72923,0.57829,0.100536,0.097538,0.00586,https://icml.cc/virtual/2026/poster/65522,https://www.alphaxiv.org/abs/2509.24728
61094,12,safety / attacks / attack / social aspects,2,attacks / attack / safety / adversarial,VERA-V: Variational Inference Framework for Jailbreaking Vision-Language Models,Probabilistic Methods->Variational Inference,Probabilistic Methods,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,10,2,0,0.0144,0.67998,0.59525,-0.041488,-0.238548,0.00721,https://icml.cc/virtual/2026/poster/61094,https://www.alphaxiv.org/abs/2510.17759
63332,32,bayesian / probabilistic / posterior / probabilistic methods,17,representation / machine learning / machine / general,Colorful Pinball: Density-Weighted Quantile Regression for Conditional Guarantee of Conformal Prediction,Probabilistic Methods->Everything Else,Probabilistic Methods,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,4,0,6,0.3936,0.79038,0.55854,0.16594,0.234651,0.0022,https://icml.cc/virtual/2026/poster/63332,https://www.alphaxiv.org/abs/2512.24139
61738,0,multimodal / visual / modal / modality,25,cross / semantic / label / extensive,Cross-Modal Semantic Decoupling and Transfer for Text-to-Visible-Infrared Person Re-Identification,Applications->Computer Vision,Applications,"Multimodal, vision-language, and video; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.76094,0.56788,0.145715,-0.291205,0.0,https://icml.cc/virtual/2026/poster/61738,
66784,30,agent / multi / search / agents,1,language / language models / llms / large language,Procedural Generation Of Algorithm Discovery Tasks in Machine Learning,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",false,,25,3,46,0.8027,0.66363,0.6011,-0.140244,-0.015645,0.01633,https://icml.cc/virtual/2026/poster/66784,https://www.alphaxiv.org/abs/2603.17863
66250,24,language / language models / llms / large language,23,interpretability / accountability / transparency / transparency interpretability,Domain Restriction via SAE Multi-Layer Transitions,"Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,"Agents, tools, and computer use; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,1,4,0,0.0079,0.69515,0.58992,-0.130739,-0.177105,0.00395,https://icml.cc/virtual/2026/poster/66250,https://www.alphaxiv.org/abs/2605.11920
61849,4,reinforcement learning / reinforcement / policy / rl,7,reinforcement learning / reinforcement / policy / rl,AdamO: A Collapse-Suppressed Optimizer for Offline RL,Reinforcement Learning->Batch/Offline,Reinforcement Learning,"Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",false,,5,4,0,0.0123,0.68597,0.59313,-0.013443,0.199054,0.00616,https://icml.cc/virtual/2026/poster/61849,https://www.alphaxiv.org/abs/2605.01968
63843,36,detection / vision / image / robustness,2,attacks / attack / safety / adversarial,Adversarial Robustness of Implicit Neural Representation-Based Classifiers,Social Aspects->Robustness,Social Aspects,"Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.70557,0.58631,0.092244,0.022568,0.0,https://icml.cc/virtual/2026/poster/63843,
66270,3,attention / kv / context / cache,11,agent / agents / multi agent / multi,ACON: Optimizing Context Compression for Long-horizon LLM Agents,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,46,57,95,1.0605,0.62547,0.61521,-0.234998,-0.150823,0.07381,https://icml.cc/virtual/2026/poster/66270,https://www.alphaxiv.org/abs/2510.00615
61223,30,agent / multi / search / agents,22,gradient / networks / optimization / neural networks,Probabilistic Modeling of Latent Agentic Substructures in Deep Neural Networks,Deep Learning->Everything Else,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,2,3,0,0.0073,0.81757,0.55019,-0.085887,0.071326,0.00365,https://icml.cc/virtual/2026/poster/61223,https://www.alphaxiv.org/abs/2509.06701
66739,15,graph / graph neural / graphs / networks,20,code / anonymous / 4open science / 4open,Fast Estimation for Forest Matrix of Signed Graphs,Theory->Probabilistic Methods,Theory,"Diffusion, flow, and generative modeling; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.88509,0.53048,0.111311,0.326733,0.0,https://icml.cc/virtual/2026/poster/66739,
62194,8,diffusion / sampling / diffusion models / generative,25,cross / semantic / label / extensive,Rethinking the Flow-based Gradual Domain Adaption: A Semi-Dual Optimal Transport Perspective,Probabilistic Methods->Everything Else,Probabilistic Methods,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,2,1,0,0.0039,0.74518,0.57301,0.196021,0.229963,0.00195,https://icml.cc/virtual/2026/poster/62194,https://www.alphaxiv.org/abs/2602.01179
61455,40,agents / agent / evaluation / agentic,20,code / anonymous / 4open science / 4open,MiniAppBench: Evaluating the Shift from Text to Interactive HTML Responses in LLM-Powered Assistants,General Machine Learning->Evaluation,General Machine Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,12,3,23,0.6539,0.69437,0.59019,-0.32306,-0.140594,0.00916,https://icml.cc/virtual/2026/poster/61455,https://www.alphaxiv.org/abs/2603.09652
61407,33,regret / online / bandits / algorithm,17,representation / machine learning / machine / general,SCORE: A Unified Framework for Overshoot Refund in Online FDR Control,Probabilistic Methods->Everything Else,Probabilistic Methods,"LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.83425,0.54518,-0.193086,0.369469,0.0,https://icml.cc/virtual/2026/poster/61407,https://www.alphaxiv.org/abs/2601.20386
63135,32,bayesian / probabilistic / posterior / probabilistic methods,22,gradient / networks / optimization / neural networks,Accurate Large-scale Uncertainty Quantification using Stochastic Gradient Markov Chain Monte Carlo,Probabilistic Methods->Monte Carlo and Sampling Methods,Probabilistic Methods,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Theory, optimization, and sampling",false,,0,0,0,0.0,0.72206,0.5807,0.197804,0.258753,0.0,https://icml.cc/virtual/2026/poster/63135,
64256,11,reasoning / language / large language / language models,13,scaling / test time / test / time,"Think Deep, Not Just Long: Measuring LLM Reasoning Effort via Deep-Thinking Tokens",Deep Learning->Large Language Models,Deep Learning,"AI for science, health, and biology; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,97,26,0,0.1511,0.56279,0.63988,-0.244285,-0.1635,0.07555,https://icml.cc/virtual/2026/poster/64256,https://www.alphaxiv.org/abs/2602.13517
64710,32,bayesian / probabilistic / posterior / probabilistic methods,17,representation / machine learning / machine / general,Flow Matching Calibration for Simulation-Based Inference under Model Misspecification,Probabilistic Methods->Bayesian Models and Methods,Probabilistic Methods,"Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,2,1,0,0.0039,0.70193,0.58757,0.080463,0.058434,0.00195,https://icml.cc/virtual/2026/poster/64710,https://www.alphaxiv.org/abs/2509.23385
65499,15,graph / graph neural / graphs / networks,5,graph / graph neural / networks / neural networks,X-EviProbe: Post-hoc Parameter-free Evidential Uncertainty Quantification for Frozen Graph Neural Networks,Social Aspects->Safety,Social Aspects,"Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.74535,0.57295,0.023139,0.100588,0.0,https://icml.cc/virtual/2026/poster/65499,
62158,12,safety / attacks / attack / social aspects,2,attacks / attack / safety / adversarial,Scam2Prompt: A Scalable Framework for Auditing Malicious Scam Endpoints in Production LLMs,Social Aspects->Security,Social Aspects,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,4,0,0,0.0044,0.78759,0.55941,-0.304916,0.110957,0.0022,https://icml.cc/virtual/2026/poster/62158,https://www.alphaxiv.org/abs/2509.02372
65637,39,time series / series / forecasting / time,18,time series / series / time / forecasting,Time series saliency maps: Explaining models across multiple domains,"Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,2,3,0,0.0073,0.77567,0.56317,0.184711,-0.119677,0.00365,https://icml.cc/virtual/2026/poster/65637,https://www.alphaxiv.org/abs/2505.13100
66666,7,theory / regression / bounds / risk,17,representation / machine learning / machine / general,Refining Dual Spectral Sparsity in Transformed Tensor Singular Values,General Machine Learning->Everything Else,General Machine Learning,"Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.86234,0.53696,0.337643,0.177456,0.0,https://icml.cc/virtual/2026/poster/66666,
60914,31,federated / federated learning / clients / client,23,interpretability / accountability / transparency / transparency interpretability,Is Data Shapley Not Better than Random in Data Selection? Ask NASH,"Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,"Causality and data-centric ML; Interpretability and mechanistic analysis; Safety, alignment, governance, and risk",false,,3,7,2,0.2349,0.86628,0.53583,-0.062204,0.327343,0.00761,https://icml.cc/virtual/2026/poster/60914,https://www.alphaxiv.org/abs/2605.10684
61771,12,safety / attacks / attack / social aspects,11,agent / agents / multi agent / multi,OTora: A Unified Red Teaming Framework for Reasoning-Level Denial-of-Service in LLM Agents,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,3,0,4,0.3252,0.67917,0.59553,-0.355013,-0.040736,0.00165,https://icml.cc/virtual/2026/poster/61771,https://www.alphaxiv.org/abs/2605.08876
66154,34,diffusion / generative / image / generative models,21,quantization / kv / memory / cache,CacheEdit: Efficient Multi-round Image Editing via Adaptive Token-wise Reuse.,,Unknown,"Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Multimodal, vision-language, and video; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.71642,0.58261,0.171332,-0.194758,0.0,https://icml.cc/virtual/2026/poster/66154,
65961,26,networks / training / deep / gradient,22,gradient / networks / optimization / neural networks,Asymptotically Fast Clebsch-Gordan Tensor Products with Vector Spherical Harmonics,Theory->Everything Else,Theory,"Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,2,0,0,0.0022,0.85747,0.53837,0.269713,0.120776,0.0011,https://icml.cc/virtual/2026/poster/65961,https://www.alphaxiv.org/abs/2602.21466
61398,35,reasoning / rl / reinforcement / reinforcement learning,6,reasoning / reinforcement / rl / reinforcement learning,ThoughtFold: Folding Reasoning Chains via Introspective Preference Learning,Deep Learning->Large Language Models,Deep Learning,"Diffusion language models; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,28,15,12,0.5694,0.57525,0.63482,-0.293445,-0.062056,0.02818,https://icml.cc/virtual/2026/poster/61398,https://www.alphaxiv.org/abs/2606.03503
61855,28,convergence / optimization / stochastic / convex,22,gradient / networks / optimization / neural networks,Momentum Further Constrains Sharpness at the Edge of Stochastic Stability,Theory->Optimization,Theory,"Interpretability and mechanistic analysis; Theory, optimization, and sampling",false,,15,8,0,0.0301,0.73756,0.57552,0.182929,0.162273,0.01507,https://icml.cc/virtual/2026/poster/61855,https://www.alphaxiv.org/abs/2604.14108
64303,12,safety / attacks / attack / social aspects,12,tuning / fine tuning / fine / lora,In-Training Defenses Against Emergent Misalignment in Language Models,Social Aspects->Alignment,Social Aspects,"Causality and data-centric ML; Safety, alignment, governance, and risk",false,,16,1,0,0.0193,0.64221,0.60894,-0.174943,0.030525,0.00967,https://icml.cc/virtual/2026/poster/64303,https://www.alphaxiv.org/abs/2508.06249
62970,13,dynamics / networks / latent / dynamical,17,representation / machine learning / machine / general,Two-Layer Linear Auto-Regressive Models Estimate Latent States,General Machine Learning->Representation Learning,General Machine Learning,"Agents, tools, and computer use; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.7532,0.57039,0.171965,0.207635,0.0,https://icml.cc/virtual/2026/poster/62970,
65291,23,privacy / private / dp / aspects privacy,3,diffusion / generative / diffusion models / generative models,Finding DoRI: Discovery of Retained Images in Diffusion Models,Social Aspects->Privacy,Social Aspects,"Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.74673,0.5725,0.032967,-0.052676,0.0,https://icml.cc/virtual/2026/poster/65291,
63066,22,visual / vision / reasoning / video,19,action / vla / language action / vision language,StableVLA: Towards Robust Vision-Language-Action Models without Extra Data,Applications->Computer Vision,Applications,"Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,27,26,9,0.5345,0.72206,0.5807,0.094726,-0.225378,0.03698,https://icml.cc/virtual/2026/poster/63066,https://www.alphaxiv.org/abs/2605.18287
61050,26,networks / training / deep / gradient,22,gradient / networks / optimization / neural networks,AdaGC: Enhancing LLM Pretraining Stability via Adaptive Gradient Clipping,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.67218,0.59802,0.003653,-0.037648,0.0,https://icml.cc/virtual/2026/poster/61050,
65504,38,quantum / matrix / optimization / algorithm,9,theory / algorithm / optimal / regret,Optimal and Scalable MAPF via Multi-Marginal Optimal Transport and Schrödinger Bridges,Applications->Robotics,Applications,"Agents, tools, and computer use; Robotics and world models",true,,2,0,0,1.5022,0.84291,0.54262,0.146568,0.350933,0.0011,https://icml.cc/virtual/2026/poster/65504,https://www.alphaxiv.org/abs/2605.10917
66695,19,quantization / bit / precision / low,21,quantization / kv / memory / cache,LiftQuant: Continuous Bit-Width Control for Pareto-Optimal LLM Deployment,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.62525,0.61529,0.058079,-0.095136,0.0,https://icml.cc/virtual/2026/poster/66695,
63980,0,multimodal / visual / modal / modality,4,visual / multimodal / reasoning / vision,Deep Residual Injection for Full-Spectrum Forensic Signal Perception in Multimodal Large Language Models,Applications->Computer Vision,Applications,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",false,,0,0,0,0.0,0.70164,0.58767,0.023353,-0.306886,0.0,https://icml.cc/virtual/2026/poster/63980,
61656,24,language / language models / llms / large language,1,language / language models / llms / large language,Margin-Adaptive Confidence Ranking for Reliable LLM Judgement,Social Aspects->Alignment,Social Aspects,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,1,0,0,0.0011,0.73949,0.57488,-0.291866,0.056925,0.00055,https://icml.cc/virtual/2026/poster/61656,https://www.alphaxiv.org/abs/2605.15416
61016,25,3d / video / motion / applications computer,0,video / video generation / videos / temporal,SLAP: The Semantic Least Action Principle for Variational Video-Language Modeling,Deep Learning->Large Language Models,Deep Learning,"Causality and data-centric ML; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,2,0,0,0.0022,0.71309,0.58374,0.12155,-0.1458,0.0011,https://icml.cc/virtual/2026/poster/61016,https://www.alphaxiv.org/abs/2605.30750
63143,36,detection / vision / image / robustness,4,visual / multimodal / reasoning / vision,Immuno-VLM: Immunizing Large Vision-Language Models via Generative Semantic Antibodies for Open-World Trustworthiness,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,3,0,0,0.0033,0.70472,0.58661,-0.007291,-0.183126,0.00165,https://icml.cc/virtual/2026/poster/63143,https://www.alphaxiv.org/abs/2605.30745
63072,35,reasoning / rl / reinforcement / reinforcement learning,6,reasoning / reinforcement / rl / reinforcement learning,DRIVE: Best Data Scheduling Practices for Reinforcement Learning with Verifiable Reward in Competitive Code Generation,,Unknown,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",false,,0,0,0,0.0,0.6607,0.60215,-0.305657,0.104071,0.0,https://icml.cc/virtual/2026/poster/63072,
66217,7,theory / regression / bounds / risk,17,representation / machine learning / machine / general,Adaptive Estimation and Inference in Semi-parametric Heterogeneous Clustered Multitask Learning via Neyman Orthogonality,"General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,"Theory, optimization, and sampling",false,,3,0,0,0.0033,0.7368,0.57577,0.126271,0.146119,0.00165,https://icml.cc/virtual/2026/poster/66217,https://www.alphaxiv.org/abs/2605.01907
61839,27,protein / molecular / chemistry / applications,17,representation / machine learning / machine / general,HDTree: Generative Modeling of Cellular Hierarchies for Robust Lineage Inference,Applications->Health / Medicine,Applications,"AI for science, health, and biology; Diffusion, flow, and generative modeling",false,,3,0,0,0.0033,0.78186,0.56121,0.27341,0.015315,0.00165,https://icml.cc/virtual/2026/poster/61839,https://www.alphaxiv.org/abs/2506.23287
64601,24,language / language models / llms / large language,13,scaling / test time / test / time,Random Scaling of Emergence Capabilities,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization",false,,0,0,0,0.0,0.71194,0.58413,-0.085529,-0.01807,0.0,https://icml.cc/virtual/2026/poster/64601,
65763,11,reasoning / language / large language / language models,4,visual / multimodal / reasoning / vision,On Robustness and Chain-of-Thought Consistency of RL-Finetuned VLMs,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",false,,6,2,0,0.01,0.60748,0.62209,-0.203926,-0.251116,0.00501,https://icml.cc/virtual/2026/poster/65763,https://www.alphaxiv.org/abs/2602.12506
61125,36,detection / vision / image / robustness,10,3d / vision / applications computer / computer vision,T-measure: A Topology-Consistent Metric for Binary Segmentation,Applications->Computer Vision,Applications,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.85588,0.53883,0.123952,-0.014415,0.0,https://icml.cc/virtual/2026/poster/61125,
66043,24,language / language models / llms / large language,14,attention / transformers / transformer / context,When Does Sparsity Mitigate the Curse of Depth in LLMs,Deep Learning->Large Language Models,Deep Learning,"Causality and data-centric ML; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",false,,61,3,14,0.6139,0.66115,0.60199,-0.026946,-0.162961,0.03616,https://icml.cc/virtual/2026/poster/66043,https://www.alphaxiv.org/abs/2603.15389
63399,23,privacy / private / dp / aspects privacy,26,privacy / private / dp / aspects privacy,Optimal Domain-Aware Privacy Mechanisms for Synthetic Data Generation,Social Aspects->Privacy,Social Aspects,"Diffusion, flow, and generative modeling; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.59581,0.62664,-0.051697,0.17413,0.0,https://icml.cc/virtual/2026/poster/63399,
65611,9,physics / chemistry / earth / applications chemistry,3,diffusion / generative / diffusion models / generative models,Riemannian MeanFlow,Deep Learning->Generative Models and Autoencoders,Deep Learning,"AI for science, health, and biology; Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,12,1,22,0.642,0.69152,0.59118,0.27398,-0.023274,0.00746,https://icml.cc/virtual/2026/poster/65611,https://www.alphaxiv.org/abs/2602.07744
63627,34,diffusion / generative / image / generative models,3,diffusion / generative / diffusion models / generative models,Breaking the Lock-in: Diversifying Text-to-Image Generation via Representation Modulation,Deep Learning->Generative Models and Autoencoders,Deep Learning,"Causality and data-centric ML; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,7,0,0,0.0077,0.67929,0.59549,0.208174,-0.288149,0.00386,https://icml.cc/virtual/2026/poster/63627,https://www.alphaxiv.org/abs/2606.06813
66807,12,safety / attacks / attack / social aspects,1,language / language models / llms / large language,Catch-22: On the Fundamental Tradeoff Between Detectability and Robustness in LLM Watermarking,Social Aspects->Robustness,Social Aspects,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.79623,0.55672,-0.147917,0.07164,0.0,https://icml.cc/virtual/2026/poster/66807,
66126,33,regret / online / bandits / algorithm,9,theory / algorithm / optimal / regret,Robust Strategic Classification under Decision-Dependent Cost Uncertainty,Social Aspects->Robustness,Social Aspects,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.75437,0.57001,-0.171744,0.455234,0.0,https://icml.cc/virtual/2026/poster/66126,
63810,22,visual / vision / reasoning / video,0,video / video generation / videos / temporal,Smoothing Slot Attention Iterations and Recurrences,Deep Learning->Other Representation Learning,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",false,,2,0,14,0.5438,0.70662,0.58595,0.173572,-0.240843,0.0011,https://icml.cc/virtual/2026/poster/63810,https://www.alphaxiv.org/abs/2508.05417
63081,25,3d / video / motion / applications computer,0,video / video generation / videos / temporal,Rethinking Temporal Consistency in Video Object-Centric Learning: From Prediction to Correspondence,Deep Learning->Self-Supervised Learning,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Multimodal, vision-language, and video",false,,2,1,1,0.1425,0.71119,0.58439,0.187073,-0.242625,0.00195,https://icml.cc/virtual/2026/poster/63081,https://www.alphaxiv.org/abs/2605.03650
63696,20,transformers / attention / transformer / softmax,14,attention / transformers / transformer / context,Quantifying LLM Attention-Head Stability: Implications for Circuit Universality,Social Aspects->Robustness,Social Aspects,"Interpretability and mechanistic analysis; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,3,3,0,0.0084,0.61654,0.61861,-0.056075,-0.115191,0.0042,https://icml.cc/virtual/2026/poster/63696,https://www.alphaxiv.org/abs/2602.16740
65746,9,physics / chemistry / earth / applications chemistry,18,time series / series / time / forecasting,CHESS: Chebyshev Spectral Synthesis for Trajectory Condensation,Applications->Time Series,Applications,"AI for science, health, and biology; Causality and data-centric ML; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.76682,0.56599,0.253314,0.114141,0.0,https://icml.cc/virtual/2026/poster/65746,
