global_review_rank,review_priority_score,review_phase,priority_reason,event_id,title,area,subarea,claim_ids,claim_themes,in_claim_queue,in_area_queue,claim_selection_reasons,area_selection_reasons,review_focus,is_oral,award,public_total_votes,github_url,github_stars,needs_manual_check_reason,taxonomy_review_status,evidence_confidence,primary_contribution_type,method_families,evaluation_settings,manual_fields_to_fill,claim_packet_links,claim_dossier_links,area_packet_link,area_briefing_link,icml_url,alphaxiv_url
93,28.463,taxonomy_boundaries,in area-validation queue; priority report area; taxonomy boundary needs review; artifact-visible; high AlphaXiv attention,64784,Self-Distilled Reasoner: On-Policy Self-Distillation for Large Language Models,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,,,false,true,,taxonomy_boundary_cluster,,false,,351,https://github.com/siyan-zhao/OPSD,463,,needs_review,medium,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/llm-reasoning-post-training-and-rlvr.md,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/64784,https://www.alphaxiv.org/abs/2601.18734
94,28.0,breadth_and_sanity_checks,in area-validation queue; award paper; oral/program signal,62241,A Random Matrix Perspective on the Consistency of Diffusion Models,Generative Modeling,"Diffusion sampling, transport, and inverse problems",,,false,true,,fault_line_representative,,true,Outstanding Paper Honorable Mention,14,,0,,stable_seed,medium,Position / conceptual,Agents / tool use; Diffusion / flow,theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/62241,https://www.alphaxiv.org/abs/2602.02908
95,28.0,breadth_and_sanity_checks,in area-validation queue; award paper; oral/program signal,65132,High-accuracy sampling for diffusion models and log-concave distributions,Generative Modeling,"Diffusion sampling, transport, and inverse problems",,,false,true,,fault_line_representative,,true,Outstanding Paper Award,9,,0,,stable_seed,medium,Theory / proof,Diffusion / flow; Bayesian / probabilistic,,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/65132,https://www.alphaxiv.org/abs/2602.01338
96,28.0,public_program_divergence,in claim-validation queue; in area-validation queue; priority report area; public attention without program signal,66364,Towards a Science of AI Agent Reliability,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",C06,External trend context,true,true,fast_arxiv_area_sample,public_attention_not_program_signal,Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,false,,72,,0,,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use,security/safety,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c06-external-trend-context.md,reports/claim_evidence_dossiers/c06-external-trend-context.md,reports/validation_packets/safety-governance-privacy-and-society.md,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/66364,https://www.alphaxiv.org/abs/2602.16666
97,27.061,taxonomy_boundaries,in claim-validation queue; priority report area; taxonomy boundary needs review; artifact-visible; moderate AlphaXiv attention,62611,Rethinking the Trust Region in LLM Reinforcement Learning,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,C08,Validation priority,true,false,taxonomy_boundary_cluster_anchor,,Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,false,,103,https://github.com/sail-sg/Stable-RL,61,,needs_review,medium,Position / conceptual,RL / policy optimization; LLM post-training,language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c08-validation-priority.md,reports/claim_evidence_dossiers/c08-validation-priority.md,,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/62611,https://www.alphaxiv.org/abs/2602.04879
98,27.013,public_program_divergence,in area-validation queue; priority report area; oral/program signal; artifact-visible; program signal with low public attention,62831,VenusBench-Mobile: A Challenging and User-Centric Benchmark for Mobile GUI Agents with Capability Diagnostics,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,,false,true,,program_signal_low_public_attention,,true,,0,https://github.com/inclusionAI/UI-Venus,1013,,stable_seed,medium,Benchmark / evaluation,Agents / tool use,,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/62831,https://www.alphaxiv.org/abs/2604.06182
99,27.0,taxonomy_boundaries,in area-validation queue; oral/program signal; taxonomy boundary needs review; program signal with low public attention,64138,AI Engram: In Search of Memory Traces in Artificial Intelligence,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,needs_review,medium,System / infrastructure,Causal / data-centric; Graphs / geometry,robotics/embodied; language/llm; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/64138,
100,27.0,taxonomy_boundaries,in area-validation queue; oral/program signal; taxonomy boundary needs review; program signal with low public attention,61526,CoEvol-NO: State and Coordinate Co-Evolution with an Error-Driven Predictor-Corrector Paradigm for Neural Operator Transformer,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,needs_review,medium,Benchmark / evaluation,Transformer / attention,theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/61526,
101,27.0,taxonomy_boundaries,in area-validation queue; oral/program signal; taxonomy boundary needs review; program signal with low public attention,64932,Geometric Flow Grounding: A Unified Manifold Decoupling Framework for Dynamics Discovery and Verification,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,needs_review,medium,Method / algorithm,Reasoning / test-time compute; Diffusion / flow; Compression / efficiency; Graphs / geometry,vision/video; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/64932,
102,27.0,taxonomy_boundaries,in area-validation queue; oral/program signal; taxonomy boundary needs review; program signal with low public attention,65483,Detecting the Semantic Fixed Point: A Geometric Framework for Efficient Inference,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,needs_review,medium,Theory / proof,Reasoning / test-time compute; Transformer / attention; Graphs / geometry,,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/65483,
103,27.0,taxonomy_boundaries,in area-validation queue; oral/program signal; taxonomy boundary needs review; program signal with low public attention,63259,Incentivizing Truthfulness and Collaborative Fairness in Bayesian Learning,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,,,false,true,,program_signal_low_public_attention,,true,,1,,0,,needs_review,medium,Dataset / data resource,RL / policy optimization; Reasoning / test-time compute; Bayesian / probabilistic,theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/63259,https://www.alphaxiv.org/abs/2605.11889
104,27.0,taxonomy_boundaries,in area-validation queue; oral/program signal; taxonomy boundary needs review; artifact-visible; program signal with low public attention,63990,On the Difficulty of Learning a Meta-network for Training Data Selection,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",,,false,true,,program_signal_low_public_attention,,true,,0,https://github.com/ZILIN003/MTS,0,,needs_review,medium,Benchmark / evaluation,Causal / data-centric,vision/video; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/63990,https://www.alphaxiv.org/abs/2606.00571
105,26.069,public_program_divergence,in claim-validation queue; in area-validation queue; artifact-visible; moderate AlphaXiv attention; public attention without program signal,65457,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C04,Public attention mismatch,true,true,robotics_public_not_program,public_attention_not_program_signal,"Classify the source of public attention: benchmark, demo, artifact, model release, or hype.",false,,189,https://github.com/ZGC-EmbodyAI/LangForce,69,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; Bayesian / probabilistic,vision/video; robotics/embodied; language/llm; security/safety,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c04-public-attention-mismatch.md,reports/claim_evidence_dossiers/c04-public-attention-mismatch.md,reports/validation_packets/robotics-embodiment-and-world-models.md,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/65457,https://www.alphaxiv.org/abs/2601.15197
106,26.052,public_program_divergence,in claim-validation queue; in area-validation queue; artifact-visible; moderate AlphaXiv attention; public attention without program signal,62813,Vision-Language-Action Pretraining from Large-Scale Human Videos,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C04,Public attention mismatch,true,true,robotics_public_not_program,public_attention_not_program_signal,"Classify the source of public attention: benchmark, demo, artifact, model release, or hype.",false,,144,https://github.com/BeingBeyond/Being-H0,52,,stable_seed,medium,Position / conceptual,LLM post-training; Reasoning / test-time compute; Agents / tool use,vision/video; robotics/embodied; language/llm; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c04-public-attention-mismatch.md,reports/claim_evidence_dossiers/c04-public-attention-mismatch.md,reports/validation_packets/robotics-embodiment-and-world-models.md,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/62813,https://www.alphaxiv.org/abs/2507.15597
107,26.035,breadth_and_sanity_checks,in claim-validation queue; in area-validation queue; oral/program signal; artifact-visible,63621,From Pixels to Tokens: A Systematic Study of Latent Action Supervision for Vision-Language-Action Models,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C04,Public attention mismatch,true,true,robotics_program_anchor,fault_line_representative,Compare public-heavy robotics papers against program-selected anchors.,true,,30,https://github.com/RUCKBReasoning/From_Pixels_to_Tokens,35,,stable_seed,medium,Dataset / data resource,Reasoning / test-time compute,vision/video; robotics/embodied; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c04-public-attention-mismatch.md,reports/claim_evidence_dossiers/c04-public-attention-mismatch.md,reports/validation_packets/robotics-embodiment-and-world-models.md,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/63621,https://www.alphaxiv.org/abs/2605.04678
108,26.031,breadth_and_sanity_checks,in claim-validation queue; in area-validation queue; oral/program signal; artifact-visible,65933,RoboMME: Benchmarking and Understanding Memory for Robotic Generalist Policies,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C04,Public attention mismatch,true,true,robotics_program_anchor,fault_line_representative,Compare public-heavy robotics papers against program-selected anchors.,true,,66,https://github.com/sled-group/navchat,31,,stable_seed,medium,Position / conceptual,Agents / tool use,math/code/verifiable; vision/video; robotics/embodied; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c04-public-attention-mismatch.md,reports/claim_evidence_dossiers/c04-public-attention-mismatch.md,reports/validation_packets/robotics-embodiment-and-world-models.md,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/65933,https://www.alphaxiv.org/abs/2603.04639
109,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,63530,CausalGame: Benchmarking Causal Thinking of LLM Agents in Games,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Benchmark / evaluation,Agents / tool use; Transformer / attention; Causal / data-centric,language/llm; security/safety,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/63530,
110,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,61834,Characterizing Agents in Production,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,System / infrastructure,Agents / tool use,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/61834,
111,26.0,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; high AlphaXiv attention; public attention without program signal,66786,Understanding LoRA as Knowledge Memory: An Empirical Analysis,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",,,false,true,,public_attention_not_program_signal,,false,,262,,0,,needs_review,medium,Theory / proof,Reasoning / test-time compute; Transformer / attention; Compression / efficiency,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/66786,https://www.alphaxiv.org/abs/2603.01097
112,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,64161,DOUBT: Decoupled Object-level Understanding and Bridging via vMF-based Trustworthiness for Hallucination Detection in MLLMs,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute,vision/video; language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/multimodal-vision-and-perception.md,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/64161,
113,26.0,breadth_and_sanity_checks,in claim-validation queue; in area-validation queue; oral/program signal,64826,XR-1: Towards Versatile Vision-Language-Action Models via Learning Unified Vision-Motion Representations,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C04,Public attention mismatch,true,true,robotics_program_anchor,fault_line_representative,Compare public-heavy robotics papers against program-selected anchors.,true,,19,,0,,stable_seed,medium,Dataset / data resource,RL / policy optimization; LLM post-training; Agents / tool use,math/code/verifiable; vision/video; robotics/embodied; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c04-public-attention-mismatch.md,reports/claim_evidence_dossiers/c04-public-attention-mismatch.md,reports/validation_packets/robotics-embodiment-and-world-models.md,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/64826,https://www.alphaxiv.org/abs/2511.02776
114,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,67203,Position: AI Should Facilitate Democratic Deliberation at Scale,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Position / conceptual,LLM post-training,security/safety,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/safety-governance-privacy-and-society.md,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/67203,
115,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,67249,Position: The AI Imperative: Scaling High-Quality Peer Review in Machine Learning,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Position / conceptual,Reasoning / test-time compute,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/safety-governance-privacy-and-society.md,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/67249,https://www.alphaxiv.org/abs/2506.08134
116,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,64633,Robust Harmful Features Under Jailbreak Attacks: Mechanistic Evidence from Attention Head Specialization in Large Language Models,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Benchmark / evaluation,LLM post-training; Transformer / attention; Causal / data-centric,language/llm; security/safety,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/safety-governance-privacy-and-society.md,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/64633,
117,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,65816,CAT-Q: Cost-efficient and Accurate Ternary Quantization for LLMs,Systems and Efficient Foundation Models,Quantization and low-precision training/inference,,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Position / conceptual,LLM post-training; Agents / tool use; Compression / efficiency,math/code/verifiable; language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/systems-and-efficient-foundation-models.md,reports/area_briefing_cards/systems-and-efficient-foundation-models.md,https://icml.cc/virtual/2026/poster/65816,
118,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,61061,Faster Activation Functions at the Edge for Post-Training Speedups,Systems and Efficient Foundation Models,"Serving, GPU memory, MoE, and throughput",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,System / infrastructure,LLM post-training; Transformer / attention,,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/systems-and-efficient-foundation-models.md,reports/area_briefing_cards/systems-and-efficient-foundation-models.md,https://icml.cc/virtual/2026/poster/61061,
119,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,63073,ReQAT: Achieving Full-Precision Reasoning Accuracy with 4-bit Floating-Point Quantization-Aware Training,Systems and Efficient Foundation Models,Quantization and low-precision training/inference,,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Benchmark / evaluation,LLM post-training; Reasoning / test-time compute; Diffusion / flow; Transformer / attention; Compression / efficiency,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/systems-and-efficient-foundation-models.md,reports/area_briefing_cards/systems-and-efficient-foundation-models.md,https://icml.cc/virtual/2026/poster/63073,
120,26.0,taxonomy_boundaries,in area-validation queue; priority report area; taxonomy boundary needs review; low-confidence evidence code,63104,Why Do We Need Warm-up? A Theoretical Perspective,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",,,false,true,,taxonomy_boundary_cluster,,false,,35,,0,,needs_review,low,Position / conceptual,,vision/video; language/llm; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/systems-and-efficient-foundation-models.md,reports/area_briefing_cards/systems-and-efficient-foundation-models.md,https://icml.cc/virtual/2026/poster/63104,https://www.alphaxiv.org/abs/2510.03164
121,26.0,public_program_divergence,in area-validation queue; priority report area; oral/program signal; program signal with low public attention,62171,DPO Unchained: Your Training Algorithm is Secretly Disentangled in Human Choice Theory (and Its Loss' Convexity is Dispensable),"Theory, Optimization, and Algorithms","Online learning, bandits, and regret",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Method / algorithm,RL / policy optimization; LLM post-training,theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/theory-optimization-and-algorithms.md,reports/area_briefing_cards/theory-optimization-and-algorithms.md,https://icml.cc/virtual/2026/poster/62171,
122,25.172,taxonomy_boundaries,in area-validation queue; priority report area; taxonomy boundary needs review; artifact-visible; moderate AlphaXiv attention,61950,Scaling Long-Horizon Agent via Context Folding,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",,,false,true,,taxonomy_boundary_cluster,,false,,171,https://github.com/sunnweiwei/FoldAgent,172,,needs_review,medium,Method / algorithm,RL / policy optimization; Agents / tool use,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/61950,https://www.alphaxiv.org/abs/2510.11967
123,25.135,taxonomy_boundaries,in area-validation queue; priority report area; taxonomy boundary needs review; artifact-visible; moderate AlphaXiv attention,64296,Meta Context Engineering via Agentic Skill Evolution,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",,,false,true,,taxonomy_boundary_cluster,,false,,132,https://github.com/metaevo-ai/meta-context-engineering,135,,needs_review,medium,Theory / proof,Agents / tool use,math/code/verifiable; language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/64296,https://www.alphaxiv.org/abs/2601.21557
124,25.0,taxonomy_boundaries,in claim-validation queue; in area-validation queue; taxonomy boundary needs review,66452,Extracting alignment data in open models,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",C08,Validation priority,true,true,taxonomy_boundary_cluster_anchor,taxonomy_boundary_cluster,Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,false,,74,,0,,needs_review,medium,Position / conceptual,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Transformer / attention,security/safety,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c08-validation-priority.md,reports/claim_evidence_dossiers/c08-validation-priority.md,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/66452,https://www.alphaxiv.org/abs/2510.18554
125,25.0,breadth_and_sanity_checks,in claim-validation queue; in area-validation queue; high AlphaXiv attention,65056,Learning Latent Action World Models In The Wild,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C04,Public attention mismatch,true,true,robotics_public_not_program,fault_line_representative,"Classify the source of public attention: benchmark, demo, artifact, model release, or hype.",false,,273,,0,,stable_seed,medium,Dataset / data resource,RL / policy optimization; Agents / tool use; Compression / efficiency,vision/video; robotics/embodied,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c04-public-attention-mismatch.md,reports/claim_evidence_dossiers/c04-public-attention-mismatch.md,reports/validation_packets/robotics-embodiment-and-world-models.md,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/65056,https://www.alphaxiv.org/abs/2601.05230
126,25.0,public_program_divergence,in area-validation queue; priority report area; artifact-visible; high AlphaXiv attention; public attention without program signal,65157,Unifying and Optimizing Data Values for Selection via Sequential Decision-Making,"Theory, Optimization, and Algorithms","Online learning, bandits, and regret",,,false,true,,public_attention_not_program_signal,,false,,271,https://github.com/frankhlchi/SequentialDataVal,0,,stable_seed,medium,Benchmark / evaluation,LLM post-training; Causal / data-centric; Graphs / geometry,math/code/verifiable; language/llm; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/theory-optimization-and-algorithms.md,reports/area_briefing_cards/theory-optimization-and-algorithms.md,https://icml.cc/virtual/2026/poster/65157,https://www.alphaxiv.org/abs/2502.04554
127,23.081,taxonomy_boundaries,in area-validation queue; oral/program signal; taxonomy boundary needs review; artifact-visible,66808,Protein Autoregressive Modeling via Multiscale Structure Generation,"AI for Science, Health, and Neuro","Protein, molecule, and biological modeling",,,false,true,,fault_line_representative,,true,,31,https://github.com/Ali2500/BURST-benchmark,81,,needs_review,medium,Benchmark / evaluation,LLM post-training; Diffusion / flow; Transformer / attention,science/domain; security/safety,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/66808,https://www.alphaxiv.org/abs/2602.04883
128,23.045,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; artifact-visible; moderate AlphaXiv attention; public attention without program signal,64375,Retaining by Doing: The Role of On-Policy Data in Mitigating Forgetting,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",,,false,true,,public_attention_not_program_signal,,false,,96,https://github.com/princeton-pli/retaining-by-doing,45,,needs_review,medium,Method / algorithm,RL / policy optimization; LLM post-training; Reasoning / test-time compute,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/64375,https://www.alphaxiv.org/abs/2510.18874
129,23.012,taxonomy_boundaries,in area-validation queue; oral/program signal; taxonomy boundary needs review; artifact-visible,63634,Orthogonal Concept Erasure for Diffusion Models,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",,,false,true,,fault_line_representative,,true,,9,https://github.com/HansSunY/OCE,12,,needs_review,medium,Position / conceptual,Diffusion / flow; Graphs / geometry,robotics/embodied; security/safety,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/63634,https://www.alphaxiv.org/abs/2605.28902
