claim_id,claim_theme,claim_strength,priority_claim,claim_review_rank,event_id,title,area,subarea,selection_reason,pre_review_bucket,pre_review_rationale,keyword_hits,is_oral,award,public_total_votes,github_url,github_stars,needs_manual_check_reason,taxonomy_review_status,evidence_confidence,abstract_excerpt,manual_claim_support,manual_taxonomy_judgment,manual_artifact_judgment,url,alphaxiv_url
C06,External trend context,context_only,false,2,63623,Causal-JEPA: Learning World Models through Object-Level Latent Interventions,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",safety,false,,150,https://github.com/galilai-group/cjepa,206,,stable_seed,medium,"World models require robust relational understanding to support prediction, reasoning, and control. While object-centric representations provide a useful abstraction, they are not sufficient to capture interaction-dependent dynamics. We therefore propose C-JEPA, a simple and flexible object-centric world model that extends masked joint embedding prediction from image patches to object-centric representations. By applying object-level masking that requires an object’s state to be inferred from other objects,...",,,,https://icml.cc/virtual/2026/poster/63623,https://www.alphaxiv.org/abs/2602.11389
C06,External trend context,context_only,false,3,65729,ExSkill: Continual Learning from Experience and Skills in Multimodal Agents,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",multimodal,false,,147,https://github.com/XSkill-Agent/XSkill,234,,stable_seed,medium,"Multimodal agents demonstrate impressive problem-solving capabilities but typically operate in isolated episodes without leveraging past experiences. Recent methods address this through dynamic retrieval of textual insights or predefined skill documents, yet face critical challenges: visual modalities are neglected during knowledge extraction, stored insights lack executable structure, and manually crafted skills fail to scale. We propose \textsc{ExSkill}, a framework combining task-level Skills (structured...",,,,https://icml.cc/virtual/2026/poster/65729,https://www.alphaxiv.org/abs/2603.12056
C06,External trend context,context_only,false,4,63195,BabyVision: Visual Reasoning Beyond Language,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",multimodal,false,,134,https://github.com/UniPat-AI/BabyVision,227,,stable_seed,medium,"While humans develop core visual skills long before acquiring language, contemporary Multimodal LLMs (MLLMs) still rely heavily on linguistic priors to compensate for their fragile visual understanding. We uncovered a crucial fact: state-of-the-art MLLMs consistently fail on basic visual tasks that humans, even 3-year-olds, can solve effortlessly. To systematically investigate this gap, we introduce BabyVision, a benchmark designed to assess core visual abilities independent of linguistic knowledge for MLLMs....",,,,https://icml.cc/virtual/2026/poster/63195,https://www.alphaxiv.org/abs/2601.06521
C06,External trend context,context_only,false,5,68817,Process Reward Models That Think,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,fast_arxiv_area_sample,unclear,No strong abstract/title cue for the claim.,,false,,1815,https://github.com/mukhal/thinkprm,89,,stable_seed,medium,"Step-by-step verifiers—also known as process reward models (PRMs)—are a key ingredient for test-time scaling, but training them requires expensive step-level supervision. This work aims to build data-efficient PRMs as verbalized step-wise reward models that verify every step in the solution by generating a verification chain-of-thought (CoT). We propose ThinkPRM, a long CoT verifier fine-tuned on orders of magnitude fewer process labels than those required by discriminative PRMs. Our approach capitalizes on the...",,,,https://icml.cc/virtual/2026/poster/68817,https://www.alphaxiv.org/abs/2504.16828
C06,External trend context,context_only,false,6,64121,Reinforcement Learning via Self-Distillation,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",language model,false,,718,https://github.com/lasgroup/SDPO,1008,,needs_review,medium,"Large language models are increasingly post-trained with reinforcement learning in verifiable domains such as code and math. Yet, current methods for reinforcement learning with verifiable rewards (RLVR) learn only from a scalar outcome reward per attempt, creating a severe credit-assignment bottleneck. Many verifiable environments actually provide rich textual feedback, such as runtime errors or judge evaluations, that explain *why* an attempt failed. We formalize this setting as reinforcement learning with...",,,,https://icml.cc/virtual/2026/poster/64121,https://www.alphaxiv.org/abs/2601.20802
C06,External trend context,context_only,false,7,64488,Agent Learning via Early Experience,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",foundation,false,,532,https://github.com/jettbrains/-L-,148,,needs_review,medium,"A long-term goal of language agents is to learn and improve through their own experience, ultimately outperforming humans in complex, real-world tasks. However, training agents from experience data with reinforcement learning remains difficult in many environments, which either lack verifiable rewards (e.g., websites) or require inefficient long-horizon rollouts (e.g., multi-turn tool use). As a result, most current agents rely on supervised fine-tuning on expert data, which is challenging to scale and...",,,,https://icml.cc/virtual/2026/poster/64488,https://www.alphaxiv.org/abs/2510.08558
C06,External trend context,context_only,false,8,63333,GDPO: Group reward-Decoupled Normalization Policy Optimization for Multi-reward RL Optimization,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",language model,false,,507,https://github.com/NVlabs/GDPO,489,,needs_review,medium,"As language models become increasingly capable, users expect them to provide not only accurate responses but also behaviors aligned with diverse human preferences across a variety of scenarios. To achieve this, Reinforcement learning (RL) pipelines have begun incorporating multiple rewards, each capturing a distinct preference, to guide models toward these desired behaviors. However, recent work has defaulted to apply Group Relative Policy Optimization (GRPO) under multi-reward setting without examining its...",,,,https://icml.cc/virtual/2026/poster/63333,https://www.alphaxiv.org/abs/2601.05242
C06,External trend context,context_only,false,9,64450,Chain-of-Thought Reasoning In The Wild Is Not Always Faithful,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",safety,false,,253,https://github.com/jettjaniak/chainscope,35,,stable_seed,medium,"Recent studies indicate that when faced with explicit biases in prompts, models often omit mentioning these biases in their Chain-of-Thought (CoT) output, revealing that verbalized reasoning can give an incorrect picture of how models arrive at conclusions (unfaithfulness). In this work, we show that unfaithful CoT also occurs on naturally worded, non-adversarial prompts without adding artificial biases or editing model outputs. We find that when separately presented with the questions ""Is X bigger than Y?"" and...",,,,https://icml.cc/virtual/2026/poster/64450,https://www.alphaxiv.org/abs/2503.08679
C06,External trend context,context_only,false,10,61446,The Assistant Axis: Situating and Stabilizing the Default Persona of Language Models,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",language model,false,,127,,0,,stable_seed,medium,"Large language models can represent a variety of personas but typically default to a helpful Assistant identity cultivated during post-training. Across several different models, we find an “Assistant Axis"" in their activation space, which captures the extent to which a model is operating in its default Assistant mode. Steering towards the Assistant direction reinforces helpful and harmless behavior; steering away increases the model’s tendency to identify as other entities. Measuring deviations along the...",,,,https://icml.cc/virtual/2026/poster/61446,https://www.alphaxiv.org/abs/2601.10387
C06,External trend context,context_only,false,11,66446,Reasoning Models Struggle to Control their Chains of Thought,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",safety,false,,75,https://github.com/YuehHanChen/CoTControl,50,,stable_seed,medium,"Instruction following in LLMs captures models' ability to change their visible behaviors as requested by users. Instead, we study models' ability to control their chain-of-thought (CoT). This capability -- CoT controllability -- is undesirable because it could allow models to suppress signs of misbehavior in their CoT, thereby undermining our ability to monitor them. To measure this, we introduce the \emph{CoT-Control} evaluation suite. We show that reasoning models are less able to follow instructions in their...",,,,https://icml.cc/virtual/2026/poster/66446,https://www.alphaxiv.org/abs/2603.05706
C06,External trend context,context_only,false,12,66364,Towards a Science of AI Agent Reliability,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",safety,false,,72,,0,,stable_seed,medium,"AI agents are increasingly deployed for consequential tasks. Yet existing benchmarks evaluate only task success rates, ignoring whether agents behave consistently, remain robust to perturbations, fail predictably, or bound error severity. We propose a framework for measuring agent reliability grounded in safety-critical engineering practice, decomposing reliability into four dimensions: consistency, robustness, predictability, and safety. Applying these metrics to 12 frontier models across two complementary...",,,,https://icml.cc/virtual/2026/poster/66364,https://www.alphaxiv.org/abs/2602.16666
C06,External trend context,context_only,false,13,61870,mHC: Manifold-Constrained Hyper-Connections,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",foundation,false,,696,https://github.com/tokenbender/mHC-manifold-constrained-hyper-connections,367,,needs_review,medium,"Recently, studies exemplified by Hyper-Connections (HC) have extended the ubiquitous residual connection paradigm established over the past decade by expanding the residual stream width and diversifying connectivity patterns. While yielding substantial performance gains, this diversification fundamentally compromises the identity mapping property intrinsic to the residual connection, which causes severe training instability and restricted scalability, and additionally incurs notable memory access overhead. To...",,,,https://icml.cc/virtual/2026/poster/61870,https://www.alphaxiv.org/abs/2512.24880
C06,External trend context,context_only,false,14,63436,xKV: Cross-Layer KV-Cache Compression via Aligned Singular Vector Extraction,Systems and Efficient Foundation Models,Long-context attention and KV-cache compression,fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",language model,false,,518,https://github.com/abdelfattah-lab/xKV,52,,stable_seed,medium,"Long-context Large Language Models (LLMs) enable powerful applications but incur high memory costs due to the key–value states (KV-Cache). Recent studies attempt to share KV-Cache across layers, but these approaches either require expensive pretraining or rely on per-token cross-layer cosine similarity that is often limited in practice. We show, via Centered Kernel Alignment (CKA), that the dominant singular vectors of KV-Cache are well aligned across layers. Motivated by this observation, we propose xKV, a...",,,,https://icml.cc/virtual/2026/poster/63436,https://www.alphaxiv.org/abs/2503.18893
C06,External trend context,context_only,false,15,62943,Evolution Strategies at the Hyperscale,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",fast_arxiv_area_sample,possible_support,"Keyword overlap with the claim, but human reading is needed.",language model,false,,405,https://github.com/ESHyperscale/HyperscaleES,346,,needs_review,medium,"Evolution Strategies (ES) is a class of powerful black-box optimisation methods that are highly parallelisable and can handle non-differentiable and noisy objectives. However, naïve ES becomes prohibitively expensive at scale on GPUs due to the low arithmetic intensity of batched matrix multiplications with unstructured random perturbations. We introduce Evolution Guided GeneRal Optimisation via Low-rank Learning (EGGROLL), which improves arithmetic intensity by structuring individual perturbations as rank-$r$...",,,,https://icml.cc/virtual/2026/poster/62943,https://www.alphaxiv.org/abs/2511.16652
C06,External trend context,context_only,false,16,65901,Neural Thickets: Diverse Task Experts Are Dense Around Pretrained Weights,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",fast_arxiv_area_sample,unclear,No strong abstract/title cue for the claim.,,false,,365,https://github.com/sunrainyg/RandOpt,627,,needs_review,low,"Pretraining produces a learned parameter vector that is typically treated as a starting point for further iterative adaptation. In this work, we instead view the outcome of pretraining as a distribution over parameter vectors, whose support already contains task-specific experts. We show that in smaller or insufficiently trained models such expert solutions occupy a negligible fraction of the volume of this distribution, making their discovery reliant on structured optimization methods such as gradient descent....",,,,https://icml.cc/virtual/2026/poster/65901,https://www.alphaxiv.org/abs/2603.12228
C07,Artifact visibility,moderate,true,1,60982,From geometry to dynamics: Learning overdamped Langevin dynamics from sparse observations with geometric constraints,"AI for Science, Health, and Neuro","Physical sciences, chemistry, and climate",artifact_manual_check,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,benchmark,false,,2,https://github.com/academicpages/academicpages.github.io,17294,template_or_index_like_url,stable_seed,medium,"How can we learn the laws underlying the dynamics of stochastic systems when their trajectories are sampled sparsely in time? Existing methods either require temporally resolved high-frequency observations, or rely on geometric arguments that apply only to conservative systems, limiting the range of dynamics they can recover. Here, we present a new framework that reconciles these two perspectives by reformulating inference as a stochastic control problem. Our method uses geometry-driven path augmentation,...",,,,https://icml.cc/virtual/2026/poster/60982,https://www.alphaxiv.org/abs/2512.23566
C07,Artifact visibility,moderate,true,2,61382,Vision-aligned Latent Reasoning for Multi-Modal Large Language Model,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,artifact_manual_check,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,code; benchmark,false,,56,https://github.com/awesome-NeRF/awesome-NeRF,6773,template_or_index_like_url,needs_review,medium,"Despite recent advancements in Multi-modal Large Language Models (MLLMs) on diverse understanding tasks, these models struggle to solve problems which require extensive multi-step reasoning. This is primarily due to the progressive dilution of visual information during long-context generation, which hinders their ability to fully exploit test-time scaling. To address this issue, we introduce Vision-aligned Latent Reasoning (VaLR), a simple, yet effective reasoning framework that dynamically generates...",,,,https://icml.cc/virtual/2026/poster/61382,https://www.alphaxiv.org/abs/2602.04476
C07,Artifact visibility,moderate,true,3,60814,Self-Prompting Diffusion Transformer for Open-Vocabulary Scene Text Edit via In-Context Learning,Generative Modeling,Image/video diffusion and flow generation,artifact_manual_check,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,code; dataset,false,,6,https://github.com/eliahuhorwitz/Academic-project-page-template,5069,template_or_index_like_url,stable_seed,medium,"Scene text editing aims to modify text in a target region of an image while preserving its background style and texture. Existing methods rely solely on image background information while neglecting the visual details of target regions, which discards stylistic features in the original text and essentially degrades the task to text rendering. Moreover, the conditions imposed by pre-trained glyph encoder limit the scope of editable text. To address these issues, this paper proposes a self-prompting scene text...",,,,https://icml.cc/virtual/2026/poster/60814,https://www.alphaxiv.org/abs/2605.15523
C07,Artifact visibility,moderate,true,4,66596,From Abstraction to Instantiation: Learning Behavioral Representation for Vision-Language-Action Model,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,artifact_manual_check,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,code,true,,14,https://github.com/eliahuhorwitz/Academic-project-page-template,5069,template_or_index_like_url,stable_seed,medium,"Vision-Language-Action (VLA) models often suffer from performance degradation under distribution shifts, as they struggle to learn generalized behavior representations across varying environments. While existing approaches attempt to construct behavior representations through action-centric latent variables, they are often limited by short-horizon temporal fragmentation and static execution-alignment, leading to inconsistent behaviors in complex scenarios. To address these limitations, we propose...",,,,https://icml.cc/virtual/2026/poster/66596,https://www.alphaxiv.org/abs/2605.22671
C07,Artifact visibility,moderate,true,5,65423,Autoregressive Direct Preference Optimization,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,artifact_manual_check,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,,false,,6,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,needs_review,medium,"Direct preference optimization (DPO) has emerged as a promising approach for aligning large language models (LLMs) with human preferences. However, the widespread reliance on the response-level Bradley-Terry (BT) model may limit its full potential, as the reference and learnable models are assumed to be autoregressive only after deriving the objective function. Motivated by this limitation, we revisit the theoretical foundations of DPO and propose a novel formulation that explicitly introduces the...",,,,https://icml.cc/virtual/2026/poster/65423,https://www.alphaxiv.org/abs/2602.09533
C07,Artifact visibility,moderate,true,6,64128,AuTAgent: A Reinforcement Learning Framework for Tool-Augmented Audio Reasoning,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",artifact_manual_check,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,code; benchmark; open-source,false,,8,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,needs_review,medium,"Large Audio Language Models (LALMs) excel at perception but struggle with complex reasoning requiring precise acoustic measurements. While external tools can extract fine-grained features like exact tempo or pitch, effective integration remains challenging: naively using all tools causes information overload, while prompt-based selection fails to assess context-dependent utility. To address this, we propose **AuTAgent** (**Au**dio **T**ool **Agent**), a reinforcement learning framework that learns when and...",,,,https://icml.cc/virtual/2026/poster/64128,https://www.alphaxiv.org/abs/2602.13685
C07,Artifact visibility,moderate,true,7,60719,PanoWorld-X: Generating Explorable Panoramic Worlds via Sphere-Aware Video Diffusion,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",artifact_manual_check,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,,false,,12,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,"Achieving a complete and explorable 360-degree visual world is a cornerstone of immersive content creation. While recent advances in video generation have achieved impressive results, they follow a 2D paradigm that treats content generation as transitions of 2D pixels, lacking an intrinsic understanding of the physical 3D world, resulting in frequent geometric inconsistencies. To achieve an explorable and physical-consistent visual world, the generation process should shift to a 3D paradigm: the visual content...",,,,https://icml.cc/virtual/2026/poster/60719,https://www.alphaxiv.org/abs/2509.24997
C07,Artifact visibility,moderate,true,8,65206,PaperBanana: Automating Academic Illustration for AI Scientists,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",artifact_high_star,high_visibility_artifact,GitHub-linked paper with high star count; needs artifact-type review.,,false,,420,https://github.com/dwzhu-pku/PaperBanana,6765,,stable_seed,medium,"Despite rapid advances in autonomous AI scientists powered by language models, generating publication-ready illustrations remains a labor-intensive bottleneck in the research workflow. To lift this burden, we introduce PaperBanana, an agentic framework for automated generation of publication-ready academic illustrations. Powered by state-of-the-art VLMs and image generation models, PaperBanana orchestrates specialized agents to retrieve references, plan content and style, render images, and iteratively refine...",,,,https://icml.cc/virtual/2026/poster/65206,https://www.alphaxiv.org/abs/2601.23265
C07,Artifact visibility,moderate,true,9,64301,DFlash: Block Diffusion for Flash Speculative Decoding,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,artifact_high_star,high_visibility_artifact,GitHub-linked paper with high star count; needs artifact-type review.,,false,,153,https://github.com/z-lab/dflash,5451,,needs_review,medium,"Autoregressive large language models (LLMs) deliver strong performance but require inherently sequential decoding, leading to high inference latency and poor GPU utilization. Speculative decoding mitigates this bottleneck by using a fast draft model whose outputs are verified in parallel by the target LLM. However, existing methods still rely on *autoregressive drafting*, which remains sequential and constrains practical speedups. Diffusion LLMs offer a promising alternative by enabling parallel generation, but...",,,,https://icml.cc/virtual/2026/poster/64301,https://www.alphaxiv.org/abs/2602.06036
C07,Artifact visibility,moderate,true,10,65700,Boosting Monocular Metric Depth Estimation via Bokeh Rendering,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",artifact_high_star,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,code; artifact,false,,4,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,"Bokeh rendering and depth estimation share a fundamental optical connection, yet existing methods fail to fully exploit this reciprocity. Conventional bokeh pipelines rely heavily on noisy depth maps that inevitably introduce visual artifacts. Conversely, existing monocular depth models typically follow two flawed paradigms. Generative diffusion-based frameworks often lack consistent metric scale. Meanwhile, feed-forward metric depth models frequently fail in textureless or distant regions where defocus blur...",,,,https://icml.cc/virtual/2026/poster/65700,https://www.alphaxiv.org/abs/2512.12425
C07,Artifact visibility,moderate,true,11,66763,"AudioChat: Unified Audio Storytelling, Editing, and Understanding with Transfusion Forcing","Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,artifact_high_star,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,github,false,,14,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,"Despite recent breakthroughs, audio foundation models struggle in processing complex multi-source acoustic scenes. We refer to this challenging domain as audio stories, which can have multiple speakers and background/foreground sound effects. Compared to traditional audio processing tasks, audio stories introduce new layers of semantic, temporal, and physical complexity. To address this challenge, we propose AudioChat, a framework for developing audio foundation models that can generate, edit, and understand...",,,,https://icml.cc/virtual/2026/poster/66763,https://www.alphaxiv.org/abs/2602.17097
C07,Artifact visibility,moderate,true,12,60836,From Correspondence to Actions: Human-Like Multi-Image Spatial Reasoning in Multi-modal Large Language Models,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,artifact_high_star,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,benchmark,false,,12,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,"While multimodal large language models (MLLMs) have made substantial progress in single-image spatial reasoning, multi-image spatial reasoning, which requires integration of information from multiple viewpoints, remains challenging. Cognitive studies suggest that humans address such tasks through two mechanisms: *cross-view correspondence*, which identifies regions across different views that correspond to the same physical locations, and *stepwise viewpoint transformation*, which composes relative viewpoint...",,,,https://icml.cc/virtual/2026/poster/60836,https://www.alphaxiv.org/abs/2602.08735
C07,Artifact visibility,moderate,true,13,61887,LaST$_{0}$: Latent Spatio-Temporal Chain-of-Thought for Robotic Vision-Language-Action Model,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,artifact_high_star,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,,false,,73,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,"Vision-Language-Action (VLA) models have recently shown strong generalization, with some approaches seeking to explicitly generate linguistic reasoning traces or predict future observations prior to execution. However, explicit reasoning typically incurs non-negligible inference latency, which constrains the temporal resolution required for robotic manipulation. Moreover, such reasoning is confined to the linguistic space, imposing a representational bottleneck that struggles to faithfully capture ineffable...",,,,https://icml.cc/virtual/2026/poster/61887,https://www.alphaxiv.org/abs/2601.05248
C07,Artifact visibility,moderate,true,14,61357,Hydra-Nav: Object Navigation via Adaptive Dual-Process Reasoning,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,artifact_high_star,high_risk_artifact,GitHub URL is explicitly flagged for manual artifact checking.,benchmark,false,,15,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,stable_seed,medium,"While large vision-language models (VLMs) show promise for object goal navigation, current methods still struggle with low success rates and inefficient localization of unseen objects—failures primarily attributed to weak temporal-spatial reasoning. Meanwhile, recent attempts to inject reasoning into VLM-based agents improve success rates but incur substantial computational overhead. To address both the ineffectiveness and inefficiency of existing approaches, we introduce Hydra-Nav, a unified VLM architecture...",,,,https://icml.cc/virtual/2026/poster/61357,https://www.alphaxiv.org/abs/2602.09972
C07,Artifact visibility,moderate,true,15,62276,Turbo4DGen: Ultra-Fast Acceleration for 4D Generation,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",artifact_high_star,high_visibility_artifact,GitHub-linked paper with high star count; needs artifact-type review.,dataset,false,,0,https://github.com/ArthurBrussee/brush,4818,,stable_seed,medium,"4D generation, or dynamic 3D content generation, integrates spatial, temporal, and view dimensions to model realistic dynamic scenes, playing a foundational role in advancing world models and physical AI. However, maintaining long-chain consistency across both frames and viewpoints through the unique spatio-camera-motion (SCM) attention mechanism introduces substantial computational and memory overhead, often leading to out-of-memory (OOM) failures and prohibitive generation times. To address these challenges,...",,,,https://icml.cc/virtual/2026/poster/62276,https://www.alphaxiv.org/abs/2603.29572
C07,Artifact visibility,moderate,true,16,61106,DeepAnalyze: Agentic Large Language Models for Autonomous Data Science,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",artifact_high_star,high_visibility_artifact,GitHub-linked paper with high star count; needs artifact-type review.,benchmark,false,,146,https://github.com/ruc-datalab/DeepAnalyze,4355,,stable_seed,medium,"Autonomous data science on the structured data has been a long-standing challenge, and is now becoming feasible with the emergence of powerful large language models (LLMs). Recent workflowbased data agents have shown promising results on specific data tasks but remain fundamentally limited in achieving full autonomy due to their reliance on predefined workflows. In this paper, we introduce DeepAnalyze, the first agentic LLM for autonomous data science, capable of automatically completing the end-to-end data...",,,,https://icml.cc/virtual/2026/poster/61106,https://www.alphaxiv.org/abs/2510.16872
C08,Validation priority,process_claim,false,1,64121,Reinforcement Learning via Self-Distillation,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",taxonomy_boundary_cluster_anchor,unclear,No strong abstract/title cue for the claim.,,false,,718,https://github.com/lasgroup/SDPO,1008,,needs_review,medium,"Large language models are increasingly post-trained with reinforcement learning in verifiable domains such as code and math. Yet, current methods for reinforcement learning with verifiable rewards (RLVR) learn only from a scalar outcome reward per attempt, creating a severe credit-assignment bottleneck. Many verifiable environments actually provide rich textual feedback, such as runtime errors or judge evaluations, that explain *why* an attempt failed. We formalize this setting as reinforcement learning with...",,,,https://icml.cc/virtual/2026/poster/64121,https://www.alphaxiv.org/abs/2601.20802
C08,Validation priority,process_claim,false,2,61870,mHC: Manifold-Constrained Hyper-Connections,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",taxonomy_boundary_cluster_anchor,unclear,No strong abstract/title cue for the claim.,,false,,696,https://github.com/tokenbender/mHC-manifold-constrained-hyper-connections,367,,needs_review,medium,"Recently, studies exemplified by Hyper-Connections (HC) have extended the ubiquitous residual connection paradigm established over the past decade by expanding the residual stream width and diversifying connectivity patterns. While yielding substantial performance gains, this diversification fundamentally compromises the identity mapping property intrinsic to the residual connection, which causes severe training instability and restricted scalability, and additionally incurs notable memory access overhead. To...",,,,https://icml.cc/virtual/2026/poster/61870,https://www.alphaxiv.org/abs/2512.24880
C08,Validation priority,process_claim,false,3,61434,Self-Distillation Enables Continual Learning,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",taxonomy_boundary_cluster_anchor,unclear,No strong abstract/title cue for the claim.,,false,,590,https://github.com/idanshen/Self-Distillation,653,,needs_review,medium,"Continual learning, enabling models to acquire new skills and knowledge without degrading existing capabilities, remains a fundamental challenge for foundation models. While on-policy reinforcement learning can reduce forgetting, it requires explicit reward functions that are often unavailable. Learning from expert demonstrations, the primary alternative, is dominated by supervised fine-tuning (SFT), which is inherently off-policy. We introduce Self-Distillation Fine-Tuning (SDFT), a simple method that enables...",,,,https://icml.cc/virtual/2026/poster/61434,https://www.alphaxiv.org/abs/2601.19897
C08,Validation priority,process_claim,false,4,65888,Learning to Discover at Test Time,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",taxonomy_boundary_cluster_anchor,unclear,No strong abstract/title cue for the claim.,,false,,529,https://github.com/sayantann11/all-classification-templetes-for-ML,297,,needs_review,medium,"How can we use AI to discover a new state of the art for a scientific problem? Prior work in test-time scaling, such as AlphaEvolve, performs search by prompting a frozen LLM. We perform reinforcement learning at test time, so the LLM can continue to train, but now with experience specific to the test problem. This form of continual learning is quite special, because its goal is to produce one great solution rather than many good ones on average, and to solve this very problem rather than generalize to other...",,,,https://icml.cc/virtual/2026/poster/65888,https://www.alphaxiv.org/abs/2601.16175
C08,Validation priority,process_claim,false,5,61180,Latent Collaboration in Multi-Agent Systems,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,taxonomy_boundary_cluster_anchor,unclear,No strong abstract/title cue for the claim.,,false,,402,https://github.com/Gen-Verse/LatentMAS,1048,,needs_review,medium,"Multi-agent systems (MAS) extend large language models (LLMs) from independent single-model reasoning to coordinative system-level intelligence. While existing LLM agents depend on text-based mediation for reasoning and communication, we take a step forward by enabling models to collaborate directly within the continuous latent space. We introduce LatentMAS, an end-to-end training-free framework that enables pure latent collaboration among LLM agents. In LatentMAS, each agent first performs auto-regressive...",,,,https://icml.cc/virtual/2026/poster/61180,https://www.alphaxiv.org/abs/2511.20639
C08,Validation priority,process_claim,false,6,62989,How much can language models memorize?,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,taxonomy_boundary_cluster_anchor,unclear,No strong abstract/title cue for the claim.,,true,Outstanding Paper Honorable Mention,271,https://github.com/SimonCao1207/LLM-Capacity,2,,needs_review,medium,"We propose a new method for estimating how much a model knows about a datapoint and use it to measure the capacity of modern language models. Prior studies of language model memorization have struggled to disentangle memorization from generalization. We formally separate memorization into two components: unintended memorization, the information a model contains about a specific dataset, and generalization, the information a model contains about the true data-generation process. When we completely eliminate...",,,,https://icml.cc/virtual/2026/poster/62989,https://www.alphaxiv.org/abs/2505.24832
