target_type,target_file,overlay_key,target_present,event_id,sprint_rank,title,area,subarea,claim_id,note_status,blocking_gap,source_fields_to_read,overlay_fields_to_update,allowed_values,transfer_instruction,claim_implication_prompt,taxonomy_question,artifact_check_prompt,note_claim_implications,note_taxonomy_correction,note_evidence_strength,note_artifact_status_checked,note_final_report_use
claim,data/manual/claim_review_overrides.csv,C06::62943,true,62943,16,Evolution Strategies at the Hyperscale,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",C06,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Agents, Code, and Tool Use::65888",true,65888,17,Learning to Discover at Test Time,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C02::65888,true,65888,17,Learning to Discover at Test Time,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",C02,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C08::65888,true,65888,17,Learning to Discover at Test Time,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",C08,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"LLM Reasoning, Post-Training, and RLVR::64488",true,64488,18,Agent Learning via Early Experience,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C01::64488,true,64488,18,Agent Learning via Early Experience,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C01,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C06::64488,true,64488,18,Agent Learning via Early Experience,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C06,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"LLM Reasoning, Post-Training, and RLVR::64095",true,64095,19,WeDLM: Reconciling Diffusion Language Models with Standard Causal Attention for Fast Inference,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether this is genuinely LLM reasoning/post-training or a broader LLM/system/safety paper.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C01::64095,true,64095,19,WeDLM: Reconciling Diffusion Language Models with Standard Causal Attention for Fast Inference,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,C01,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether this is genuinely LLM reasoning/post-training or a broader LLM/system/safety paper.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Robotics, Embodiment, and World Models::66596",true,66596,20,From Abstraction to Instantiation: Learning Behavioral Representation for Vision-Language-Action Model,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C07 (Artifact visibility): decide supports / weakens / complicates / not_applicable.,Determine whether the GitHub link is a real paper artifact or a template/index/project page.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C07::66596,true,66596,20,From Abstraction to Instantiation: Learning Behavioral Representation for Vision-Language-Action Model,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C07,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C07 (Artifact visibility): decide supports / weakens / complicates / not_applicable.,Determine whether the GitHub link is a real paper artifact or a template/index/project page.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"LLM Reasoning, Post-Training, and RLVR::61180",true,61180,21,Latent Collaboration in Multi-Agent Systems,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether high attention supports the center-of-gravity claim. | Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C01::61180,true,61180,21,Latent Collaboration in Multi-Agent Systems,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,C01,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether high attention supports the center-of-gravity claim. | Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C08::61180,true,61180,21,Latent Collaboration in Multi-Agent Systems,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,C08,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether high attention supports the center-of-gravity claim. | Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Theory, Optimization, and Algorithms::63048",true,63048,22,Equivalence of Context and Parameter Updates in Modern Transformer Blocks,"Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Identify the technical reason for high program signal and whether public attention misses it.,No obvious artifact link; record none/not_applicable unless PDF shows a release.,,,,,
claim,data/manual/claim_review_overrides.csv,C03::63048,true,63048,22,Equivalence of Context and Parameter Updates in Modern Transformer Blocks,"Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,C03,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Identify the technical reason for high program signal and whether public attention misses it.,No obvious artifact link; record none/not_applicable unless PDF shows a release.,,,,,
area,data/manual/area_review_overrides.csv,"Theory, Optimization, and Algorithms::63638",true,63638,23,Optimal Decision-Making Based on Prediction Sets,"Theory, Optimization, and Algorithms",Statistical learning theory and regression,,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Identify the technical reason for high program signal and whether public attention misses it.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C03::63638,true,63638,23,Optimal Decision-Making Based on Prediction Sets,"Theory, Optimization, and Algorithms",Statistical learning theory and regression,C03,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Identify the technical reason for high program signal and whether public attention misses it.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Agents, Code, and Tool Use::64377",true,64377,24,$\tau^2$-Bench: Evaluating Conversational Agents in a Dual-Control Environment,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C02::64377,true,64377,24,$\tau^2$-Bench: Evaluating Conversational Agents in a Dual-Control Environment,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Agents, Code, and Tool Use::63095",true,63095,25,Agent0-VL: Exploring Self-Evolving Agent for Tool-Integrated Vision-Language Reasoning,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C02::63095,true,63095,25,Agent0-VL: Exploring Self-Evolving Agent for Tool-Integrated Vision-Language Reasoning,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Safety, Governance, Privacy, and Society::67247",true,67247,26,Position: Stop Automating Peer Review Without Rigorous Evaluation,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Identify the technical reason for high program signal and whether public attention misses it.,No obvious artifact link; record none/not_applicable unless PDF shows a release.,,,,,
claim,data/manual/claim_review_overrides.csv,C03::67247,true,67247,26,Position: Stop Automating Peer Review Without Rigorous Evaluation,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",C03,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Identify the technical reason for high program signal and whether public attention misses it.,No obvious artifact link; record none/not_applicable unless PDF shows a release.,,,,,
claim,data/manual/claim_review_overrides.csv,C07::61382,true,61382,27,Vision-aligned Latent Reasoning for Multi-Modal Large Language Model,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,C07,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C07 (Artifact visibility): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Determine whether the GitHub link is a real paper artifact or a template/index/project page.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
