audience,phase,rank,title,why_read,award,is_oral,public_total_votes,visits_last_7_days,github_stars,reading_score,themes,cluster_id,cluster_label,official_topic,sector_mix,authors,canonical_institutions,url,alphaxiv_url,github_url
Multimodal and Robotics Researcher,start_here,2,From Abstraction to Instantiation: Learning Behavioral Representation for Vision-Language-Action Model,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 19 action / vla / language action / vision language; topic: Robotics; keywords: vision-language, robot, vla, action; oral",,true,14,39,5069,9.4722,"Causality and data-centric ML; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk; Systems, efficiency, and compression",19,action / vla / language action / vision language,Applications->Robotics,Academia,Bing Hu; Zaijing Li; Rui Shao; Junda Chen; April Hua Liu; Wei-Shi Zheng; Liqiang Nie,Harbin Institute of Technology; Harbin Institute of Technology (Shenzhen); SUN YAT-SEN UNIVERSITY; Shanghai University of Finance and Economics,https://icml.cc/virtual/2026/poster/66596,https://www.alphaxiv.org/abs/2605.22671,https://github.com/eliahuhorwitz/Academic-project-page-template
Multimodal and Robotics Researcher,start_here,3,XR-1: Towards Versatile Vision-Language-Action Models via Learning Unified Vision-Motion Representations,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 19 action / vla / language action / vision language; topic: Robotics; keywords: vision-language, multimodal, robot, vla; oral",,true,19,28,0,9.3999,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression",19,action / vla / language action / vision language,Applications->Robotics,Academia; Other / unknown,Shichao Fan; Kun Wu; Zhengping Che; Xinhua Wang; Di Wu; Fei Liao; Ning Liu; Yixue Zhang; Zhen Zhao; Zhiyuan Xu; Meng Li; Qingjie Liu; Shanghang Zhang; Min Wan; Jian Tang,"AI Innovation Center, Midea Group; Beihang University; Beijing Humanoid Robot Innovation Center; Beijing Innovation Center of Humanoid Robotics; Beijing University of Posts and Telecommunications; Midea Group; Peking University; University of Science and Technology of China; X-Humanoid; X-humanoid",https://icml.cc/virtual/2026/poster/64826,https://www.alphaxiv.org/abs/2511.02776,
Multimodal and Robotics Researcher,start_here,4,From Pixels to Tokens: A Systematic Study of Latent Action Supervision for Vision-Language-Action Models,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 19 action / vla / language action / vision language; topic: Robotics; keywords: vision-language, vla, action; oral",,true,30,20,35,8.9362,"LLM reasoning and test-time compute; Multimodal, vision-language, and video; Robotics and world models",19,action / vla / language action / vision language,Applications->Robotics,Academia; Other / unknown,Yihan Lin; Haoyang Li; Yang Li; Haitao Shen; Yihan Zhao; Chao Shao; Jing Zhang,Beihang University; Boss Zhipin; Renmin University of China,https://icml.cc/virtual/2026/poster/63621,https://www.alphaxiv.org/abs/2605.04678,https://github.com/RUCKBReasoning/From_Pixels_to_Tokens
Multimodal and Robotics Researcher,start_here,5,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 19 action / vla / language action / vision language; topic: Robotics; keywords: vision-language, robot, vla, action",,false,189,44,69,8.5196,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk; Theory, optimization, and sampling",19,action / vla / language action / vision language,Applications->Robotics,Academia; Other / unknown,Shijie Lian; Bin Yu; Xiaopeng LIN; Laurence Yang; Zhaolong Shen; Changti Wu; YuZhuo Miao; Cong Huang; Kai Chen,Beihang University; East China Normal University; Hainan University; Harbin Institute of Technology; Hong Kong University of Science and Technology; Huazhong University of Science and Technology; Zhongguancun Institute of Artificial Intelligence,https://icml.cc/virtual/2026/poster/65457,https://www.alphaxiv.org/abs/2601.15197,https://github.com/ZGC-EmbodyAI/LangForce
Multimodal and Robotics Researcher,core_depth,6,CaP-X: A Framework for Benchmarking and Improving Coding Agents for Robot Manipulation,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 19 action / vla / language action / vision language; topic: Robotics; keywords: vision-language, robot, vla, action",,false,86,106,0,8.5086,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Safety, alignment, governance, and risk",19,action / vla / language action / vision language,Applications->Robotics,Academia; Industry,Letian Fu; Justin Yu; Karim El-Refai; Ethan Kou; Haoru Xue; Huang Huang; Wenli Xiao; Li Fei-Fei; Guanya Shi; Jiajun Wu; S. Sastry; Yuke Zhu; Ken Goldberg; Jim Fan,Carnegie Mellon University; NVIDIA; Stanford University; UC Berkeley; University of Texas at Austin,https://icml.cc/virtual/2026/poster/66369,https://www.alphaxiv.org/abs/2603.22435,
Multimodal and Robotics Researcher,core_depth,7,LaST$_{0}$: Latent Spatio-Temporal Chain-of-Thought for Robotic Vision-Language-Action Model,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 19 action / vla / language action / vision language; topic: Robotics; keywords: vision-language, 3d, robot, robotics",,false,73,25,5063,8.4868,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models",19,action / vla / language action / vision language,Applications->Robotics,Academia; Other / unknown,Zhuoyang Liu; Jiaming Liu; Hao Chen; Jiale Yu; Ziyu Guo; Chengkai Hou; Xiangju Mi; Chenyang Gu; Renrui Zhang; Kun Wu; Zhengping Che; Jian Tang; Pheng Ann Heng; Shanghang Zhang,"AI Innovation Center, Midea Group; Peking University; The Chinese University of Hong Kong; X-Humanoid",https://icml.cc/virtual/2026/poster/61887,https://www.alphaxiv.org/abs/2601.05248,https://github.com/eliahuhorwitz/Academic-project-page-template
Multimodal and Robotics Researcher,core_depth,8,Vision-Language-Action Pretraining from Large-Scale Human Videos,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 19 action / vla / language action / vision language; topic: Robotics; keywords: vision-language, video, robot, vla",,false,144,18,52,8.457,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Safety, alignment, governance, and risk; Systems, efficiency, and compression",19,action / vla / language action / vision language,Applications->Robotics,Academia; Other / unknown,Hao Luo; Yicheng Feng; Wanpeng Zhang; Sipeng Zheng; Ye Wang; Haoqi Yuan; jiazheng liu; Chaoyi Xu; Haiweng Xu; Qin Jin; Zongqing Lu,Beijing Academy of Artificial Intelligence; BeingBeyond; Peking University; Renmin University of China,https://icml.cc/virtual/2026/poster/62813,https://www.alphaxiv.org/abs/2507.15597,https://github.com/BeingBeyond/Being-H0
Multimodal and Robotics Researcher,core_depth,9,Utonia: Toward One Encoder for All Point Clouds,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 10 3d / vision / applications computer / computer vision; topic: Computer Vision; keywords: vision-language, multimodal, video, 3d",,false,118,27,710,8.4392,"Agents, tools, and computer use; LLM reasoning and test-time compute; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models",10,3d / vision / applications computer / computer vision,Applications->Computer Vision,Academia; Industry; Other / unknown,Yujia Zhang; Xiaoyang Wu; Yunhan Yang; Xianzhe Fan; Han Li; Yuechen Zhang; Zehao Huang; Naiyan Wang; Hengshuang Zhao,Beihang University; NVIDIA; The Chinese University of Hong Kong; University of Hong Kong; Xiaomi EV,https://icml.cc/virtual/2026/poster/62613,https://www.alphaxiv.org/abs/2603.03283,https://github.com/Pointcept/Utonia
Multimodal and Robotics Researcher,core_depth,10,Learning 3D-Gaussian Simulators from RGB Videos,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 10 3d / vision / applications computer / computer vision; topic: Computer Vision; keywords: video, 3d, robot, robotics",,false,64,2,0,8.3745,"AI for science, health, and biology; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Robotics and world models; Theory, optimization, and sampling",10,3d / vision / applications computer / computer vision,Applications->Computer Vision,Academia; Other / unknown,Mikel Zhobro; Andreas René Geist; Georg Martius,Eberhard-Karls-Universität Tübingen; University of Tübingen,https://icml.cc/virtual/2026/poster/64925,https://www.alphaxiv.org/abs/2503.24009,
Multimodal and Robotics Researcher,core_depth,11,Dissecting Embodied Abilities in Multimodal Language Models through Skill-level Evaluation and Diagnosis,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 4 visual / multimodal / reasoning / vision; topic: Robotics; keywords: multimodal, video, robot, action",,false,21,10,25,8.3523,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models",4,visual / multimodal / reasoning / vision,Applications->Robotics,Academia,Yu Qi; Haibo Zhao; Ziyu Guo; Siyuan Ma; Ziyan Chen; Yaokun Han; Renrui Zhang; Zitiantao Lin; Yizhe Zhu; Shiji Xin; Yijian Huang; Boce Hu; Kai Cheng; Jiayi Zhang; Peiheng Wang; jiazheng liu; Wenqing Wang; Yiran Qin; Haojie Huang; Lawson Wong,Harvard University; Northeastern University; Peking University; Purdue University; The Chinese University of Hong Kong,https://icml.cc/virtual/2026/poster/61822,https://www.alphaxiv.org/abs/2510.08759,https://github.com/yqi19/BEAR-official
Multimodal and Robotics Researcher,core_depth,12,SceneSmith: Agentic Generation of Simulation-Ready Indoor Scenes,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 10 3d / vision / applications computer / computer vision; topic: Robotics; keywords: 3d, robot, action, manipulation",,false,52,69,506,8.3372,"AI for science, health, and biology; Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models",10,3d / vision / applications computer / computer vision,Applications->Robotics,Academia; Other / unknown,Nicholas Pfaff; Thomas Cohn; Sergey Zakharov; Rick Cory; Russ Tedrake,MIT; Toyota Research Institute,https://icml.cc/virtual/2026/poster/63465,https://www.alphaxiv.org/abs/2602.09153,https://github.com/nepfaff/scenesmith
Multimodal and Robotics Researcher,adjacent_context,13,EgoTactile: Learning Grasp Pressure for Everyday Objects from Egocentric Video,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 0 video / video generation / videos / temporal; topic: Computer Vision; keywords: video, 3d, robot, action",,false,3,3,0,8.333,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Systems, efficiency, and compression",0,video / video generation / videos / temporal,Applications->Computer Vision,Academia; Other / unknown,Yuan Zeng; Yujia Shi; Tiao Tan; Xingting Li; Yaqi Qin; Zongqing Lu; Wenming Yang; Jing-Hao Xue; Qingmin Liao,"Harbin Institute of Technology; Tsinghua University; University College London; University of Science and Technology Beijing; Weihai JQ Industries Technology Co.,Ltd.",https://icml.cc/virtual/2026/poster/60724,https://www.alphaxiv.org/abs/2606.09243,
Multimodal and Robotics Researcher,adjacent_context,14,From Perception to Planning: Evolving Ego-Centric Task-Oriented Spatiotemporal Reasoning via Curriculum Learning,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 4 visual / multimodal / reasoning / vision; topic: Computer Vision; keywords: vision-language, video, action, embodied",,false,4,7,0,8.2293,"Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Safety, alignment, governance, and risk",4,visual / multimodal / reasoning / vision,Applications->Computer Vision,Academia,Xiaoda Yang; Yuxiang Liu; Shenzhou Gao; Can Wang; Jingyang Xue; Lixin Yang; Yao Mu; Tao Jin; Shuicheng YAN; Zhimeng Zhang; Zhou Zhao,Qingdao University; Shanghai Jiao Tong University; Tianjin University; Zhejiang University,https://icml.cc/virtual/2026/poster/64173,https://www.alphaxiv.org/abs/2604.10517,
Multimodal and Robotics Researcher,adjacent_context,15,EARL: Towards a Unified Analysis-Guided Reinforcement Learning Framework for Egocentric Interaction Reasoning and Pixel Grounding,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 4 visual / multimodal / reasoning / vision; topic: Computer Vision; keywords: multimodal, robot, robotics, action",,false,9,0,3,8.2279,"Agents, tools, and computer use; Diffusion language models; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Theory, optimization, and sampling",4,visual / multimodal / reasoning / vision,Applications->Computer Vision,Academia,Yuejiao Su; Xinshen ZHANG; Zhen Ye; Lei Yao; Lap-Pui Chau; Yi Wang,Hong Kong Polytechnic University; Hong Kong University of Science and Technology; The Hong Kong Polytechnic University,https://icml.cc/virtual/2026/poster/61023,https://www.alphaxiv.org/abs/2605.14742,https://github.com/yuggiehk/EARL
Multimodal and Robotics Researcher,adjacent_context,16,Future Dynamic 3D Reconstruction: A 3D World Model with Disentangled Ego-Motion,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 10 3d / vision / applications computer / computer vision; topic: Computer Vision; keywords: video, 3d, action, world model",,false,0,0,0,8.2267,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models",10,3d / vision / applications computer / computer vision,Applications->Computer Vision,Academia; Industry; Other / unknown,Nils Morbitzer; Jonathan Evers; Artem Savkin; Thomas Stauner; Nassir Navab; Federico Tombari; Stefano Gasperini,BMW Deutschland; BMW Group; Google; Technical University of Munich; Technical University of Munich (TUM),https://icml.cc/virtual/2026/poster/60566,,
Multimodal and Robotics Researcher,adjacent_context,17,3DPoV: Improving 3D understanding via Patch Ordering on Videos,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 10 3d / vision / applications computer / computer vision; topic: Computer Vision; keywords: video, 3d, robot, robotics",,false,0,0,0,8.2255,"Agents, tools, and computer use; Multimodal, vision-language, and video; Robotics and world models",10,3d / vision / applications computer / computer vision,Applications->Computer Vision,Academia; Industry; Other / unknown,Ioana Simion; Mohammadreza Salehi; Shashanka Venkataramanan; Cees Snoek; Yuki Asano,Samsung; University of Amsterdam; University of Technology Nuremberg; Valeo.ai,https://icml.cc/virtual/2026/poster/65505,,
Multimodal and Robotics Researcher,adjacent_context,18,SpatioLM: Towards General Physical Spatial Intelligence in Vision-Language Models,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 4 visual / multimodal / reasoning / vision; keywords: vision-language, 3d, embodied, manipulation; oral",,true,0,0,0,8.2155,"Agents, tools, and computer use; LLM reasoning and test-time compute; Multimodal, vision-language, and video; Robotics and world models",4,visual / multimodal / reasoning / vision,Deep Learning->Foundation Models,Academia; Industry; Other / unknown,jing wu; Jianhua Wu; Jiayi Guan; Jiahong Chen; Jinghui Lu; Hangjun Ye; Bingzhao Gao; Long Chen,Amazon; ByteDance; Tongji University; Xiaomi; Xiaomi Corporation,https://icml.cc/virtual/2026/poster/65576,,
Multimodal and Robotics Researcher,optional_deep_cut,19,Generalizable and Actionable Parts Pose Estimation with Symmetry Annotation-Free Learning Strategy,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 10 3d / vision / applications computer / computer vision; topic: Robotics; keywords: robot, action, embodied, manipulation",,false,2,0,0,8.2113,"Causality and data-centric ML; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk",10,3d / vision / applications computer / computer vision,Applications->Robotics,Academia,wenxiao chen; Xueyu Yuan; Liu Liu; Di Wu; Dan Guo,Hefei University of Technology; University of Science and Technology of China,https://icml.cc/virtual/2026/poster/65375,https://www.alphaxiv.org/abs/2605.17033,
Multimodal and Robotics Researcher,optional_deep_cut,20,Motion Attribution for Video Generation,"theme: Multimodal, vision-language, and video; cluster: 0 video / video generation / videos / temporal; keywords: video; official award; oral",Outstanding Paper Honorable Mention,true,67,208,0,7.9746,"Agents, tools, and computer use; Causality and data-centric ML; Diffusion language models; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video",0,video / video generation / videos / temporal,Deep Learning->Foundation Models,Academia; Industry; Other / unknown,Xindi Wu; Despoina Paschalidou; Jun Gao; Antonio Torralba; Laura Leal-Taixé; Olga Russakovsky; Sanja Fidler; Jonathan Lorraine,MIT; NVIDIA; Princeton University; UMich; University of Toronto,https://icml.cc/virtual/2026/poster/60542,https://www.alphaxiv.org/abs/2601.08828,
Multimodal and Robotics Researcher,optional_deep_cut,21,SG2Loc: Sequential Visual Localization on 3D Scene Graphs,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 10 3d / vision / applications computer / computer vision; topic: Computer Vision; keywords: 3d, robot, robotics",,false,8,5,3,7.8919,"Agents, tools, and computer use; Multimodal, vision-language, and video; Robotics and world models",10,3d / vision / applications computer / computer vision,Applications->Computer Vision,Academia; Industry,Nicole Damblon; Olga Vysotska; Federico Tombari; Marc Pollefeys; Daniel Barath,ETH Zurich; Google; Microsoft,https://icml.cc/virtual/2026/poster/66458,https://www.alphaxiv.org/abs/2606.11880,https://github.com/DmblnNicole/sg2loc
Multimodal and Robotics Researcher,optional_deep_cut,22,EPS3D: End-to-End Feed-Forward 3D Panoptic Segmentation,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 10 3d / vision / applications computer / computer vision; topic: Computer Vision; keywords: 3d, robot, manipulation",,false,12,3,15,7.8903,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression",10,3d / vision / applications computer / computer vision,Applications->Computer Vision,Academia; Other / unknown,Runsong Zhu; Jiaxin GUO; Xiaoyang Guo; Zhengzhe Liu; Ka-Hei Hui; Wei Yin; Kai Chen; Wei Chen; Weiqiang Ren; Yunhui Liu; Pheng Ann Heng; Chi Wing Fu,Autodesk; Horizon Robotics; Lingnan University; Shenzhen DJI Sciences and Technologies Ltd.; The Chinese University of Hong Kong,https://icml.cc/virtual/2026/poster/61294,https://www.alphaxiv.org/abs/2606.08980,https://github.com/Runsong123/EPS3D
Multimodal and Robotics Researcher,optional_deep_cut,23,Fast Autoregressive Video Diffusion and World Models with Temporal Cache Compression and Sparse Attention,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 0 video / video generation / videos / temporal; topic: Computer Vision; keywords: video, world model",,false,26,5,0,7.5444,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Robotics and world models; Systems, efficiency, and compression; Theory, optimization, and sampling",0,video / video generation / videos / temporal,Applications->Computer Vision,Academia; Industry; Other / unknown,Dvir Samuel; Issar Tzachor; Matan Levy; Michael Green; Gal Chechik; Rami Ben-Ari,Hebrew University; NVIDIA; OriginAI,https://icml.cc/virtual/2026/poster/63654,https://www.alphaxiv.org/abs/2602.01801,
Multimodal and Robotics Researcher,optional_deep_cut,24,VSCD: Video-based Scene Change Detection in Unaligned Scenes,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 0 video / video generation / videos / temporal; topic: Computer Vision; keywords: video, robot",,false,2,6,8,7.5386,"Diffusion language models; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk",0,video / video generation / videos / temporal,Applications->Computer Vision,Other / unknown,Jiae Yoon; Ue-Hwan Kim,Gwangju Institute of Science and Technology,https://icml.cc/virtual/2026/poster/62114,https://www.alphaxiv.org/abs/2605.20821,https://github.com/AutoCompSysLab/VSCD
Multimodal and Robotics Researcher,optional_deep_cut,25,ERGeoBench: A Comprehensive Benchmark for Embodied Reasoning and Geo-localization in Multimodal Large Language Models,"theme: Multimodal, vision-language, and video, Robotics and world models; cluster: 4 visual / multimodal / reasoning / vision; topic: Robotics; keywords: multimodal, embodied",,false,7,3,9,7.5321,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models",4,visual / multimodal / reasoning / vision,Applications->Robotics,Academia; Other / unknown,Kaiwen Xue; Tao Wei; Zhonghong Ou; Guoxin Zhang; Kaoyan Lu; Yu Feng; Yifan Zhu; Haoran Luo,Beijing University of Post and Telecommunications; Beijing University of Posts and Telecommunicaitions; Beijing University of Posts and Telecommunications; China Mobile Research Institute; Nanyang Technological University; Shanghai Jiao Tong University,https://icml.cc/virtual/2026/poster/66372,https://www.alphaxiv.org/abs/2605.31251,https://github.com/kaiXuewen/ERGeoBench
"Safety, Alignment, and Governance Researcher",start_here,1,The Obfuscation Atlas: Mapping Where Honesty Emerges in RLVR with Deception Probes,"theme: Interpretability and mechanistic analysis, Safety, alignment, governance, and risk; cluster: 2 attacks / attack / safety / adversarial; topic: Social Aspects, Alignment; keywords: deception, risk; official award",Outstanding Paper Honorable Mention,true,14,71,13,11.1023,"Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",2,attacks / attack / safety / adversarial,Social Aspects->Alignment,Industry; Other / unknown,Mohammad Taufeeque; Stefan Heimersheim; Adam Gleave; Chris Cundy,FAR.AI; Google DeepMind,https://icml.cc/virtual/2026/poster/60766,https://www.alphaxiv.org/abs/2602.15515,https://github.com/AlignmentResearch/obfuscation-atlas
"Safety, Alignment, and Governance Researcher",start_here,2,Position: The Alignment Community is Unintentionally Building a Censor’s Toolkit,"theme: Safety, alignment, governance, and risk; cluster: 28 position / ai / position paper / argues; topic: Social Aspects, Alignment; keywords: safety, alignment, risk; official award",Outstanding Position Paper Award,true,0,0,0,9.3931,"Safety, alignment, governance, and risk",28,position / ai / position paper / argues,Social Aspects->Alignment,Other / unknown,Sarah Ball; Phil Hackemann,Ludwig-Maximilians-Universität München,https://icml.cc/virtual/2026/poster/67118,,
"Safety, Alignment, and Governance Researcher",start_here,3,Position: AI/ML Deepfake Research is Misaligned with AI Generated Non-Consensual Intimate Imagery (AIG-NCII),"theme: Safety, alignment, governance, and risk; cluster: 28 position / ai / position paper / argues; topic: Social Aspects, Safety; keywords: safety, risk; official award",Outstanding Position Paper Honorable Mention,true,0,0,0,9.0432,"Agents, tools, and computer use; Causality and data-centric ML; Multimodal, vision-language, and video; Safety, alignment, governance, and risk",28,position / ai / position paper / argues,Social Aspects->Safety,Academia,Qiwei Li; Wells Lucas Santo; Sarita Schoenebeck; Eric Gilbert,University of Michigan,https://icml.cc/virtual/2026/poster/67084,,
"Safety, Alignment, and Governance Researcher",start_here,4,Robust Harmful Features Under Jailbreak Attacks: Mechanistic Evidence from Attention Head Specialization in Large Language Models,"theme: Interpretability and mechanistic analysis, Safety, alignment, governance, and risk; cluster: 2 attacks / attack / safety / adversarial; topic: Social Aspects; keywords: safety, alignment, jailbreak; oral",,true,0,0,0,8.8766,"Causality and data-centric ML; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",2,attacks / attack / safety / adversarial,"Social Aspects->Accountability, Transparency, and Interpretability",Academia,Yanchen Yin; Dongqi Han; Linghui Li,Beijing University of Posts and Telecommunications; Shandong University of Science and Technology,https://icml.cc/virtual/2026/poster/64633,,
"Safety, Alignment, and Governance Researcher",start_here,5,Disentangling Intent from Role: Adversarial Self-Play for Persona-Invariant Safety Alignment,"theme: Interpretability and mechanistic analysis, Safety, alignment, governance, and risk; cluster: 2 attacks / attack / safety / adversarial; topic: Social Aspects, Safety; keywords: safety, alignment, jailbreak, risk",,false,4,4,6,8.2455,"Interpretability and mechanistic analysis; Safety, alignment, governance, and risk; Systems, efficiency, and compression",2,attacks / attack / safety / adversarial,Social Aspects->Safety,Academia; Industry; Research institute,Jiajia Li; Xiaoyu Wen; Shuyue Hu; Qiaosheng Zhang; Zhen Wang,Northwestern Polytechnical University; Shanghai AI Laboratory; Shanghai Jiao Tong University; Tencent,https://icml.cc/virtual/2026/poster/61505,https://www.alphaxiv.org/abs/2605.01899,https://github.com/JiajiaLi-1130/PIA
"Safety, Alignment, and Governance Researcher",core_depth,6,Jailbreaking Vision-Language Models Through the Visual Modality,"theme: Interpretability and mechanistic analysis, Safety, alignment, governance, and risk; cluster: 2 attacks / attack / safety / adversarial; topic: Social Aspects, Safety; keywords: safety, alignment, jailbreak, interpretability",,false,8,6,7,8.2396,"Interpretability and mechanistic analysis; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",2,attacks / attack / safety / adversarial,Social Aspects->Safety,Academia; Industry; Other / unknown,Aharon Azulay; Jan Dubiński; Zhuoyun Li; Atharv Mittal; Yossi Gandelsman,"Indian Institute of Technology, Roorkee; Meta; Photoroom; University of Liverpool; Warsaw University of Technology",https://icml.cc/virtual/2026/poster/66343,https://www.alphaxiv.org/abs/2605.00583,https://github.com/AzulEye/vlm-jailbreaks
"Safety, Alignment, and Governance Researcher",core_depth,7,Position: Current Model Cards Are Insufficient for Downstream Governance of Open-Weight Foundation Models,"theme: Interpretability and mechanistic analysis, Safety, alignment, governance, and risk; cluster: 28 position / ai / position paper / argues; topic: Social Aspects, Safety; keywords: safety, alignment, governance, transparency",,false,0,0,0,8.2349,"Interpretability and mechanistic analysis; Safety, alignment, governance, and risk",28,position / ai / position paper / argues,Social Aspects->Safety,Academia,Sungwon Chae; Keonwoo Kim; Hoki Kim; Jaeyeon Ju; Sangchul Park,Chung-Ang University; Seoul National University,https://icml.cc/virtual/2026/poster/67121,,
"Safety, Alignment, and Governance Researcher",core_depth,8,Acoustic Interference: A New Paradigm Weaponizing Acoustic Latent Semantic for Universal Jailbreak against Large Audio Language Models,"theme: Interpretability and mechanistic analysis, Safety, alignment, governance, and risk; cluster: 2 attacks / attack / safety / adversarial; topic: Social Aspects; keywords: safety, alignment, jailbreak, interpretability",,false,2,0,0,8.2301,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Safety, alignment, governance, and risk; Theory, optimization, and sampling",2,attacks / attack / safety / adversarial,Social Aspects->Security,Academia; Industry,Yanyun Wang; Yu Huang; Zi Liang; Xixin Wu; Li Liu,Alibaba; Hong Kong Polytechnic University; Hong Kong University of Science and Technology; The Chinese University of Hong Kong,https://icml.cc/virtual/2026/poster/65189,https://www.alphaxiv.org/abs/2605.18168,
"Safety, Alignment, and Governance Researcher",core_depth,9,Metis: Learning to Jailbreak LLMs via Self-Evolving Metacognitive Policy Optimization,"theme: Interpretability and mechanistic analysis, Safety, alignment, governance, and risk; cluster: 2 attacks / attack / safety / adversarial; topic: Social Aspects, Safety; keywords: safety, alignment, jailbreak, interpretability",,false,5,0,0,8.229,"Causality and data-centric ML; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",2,attacks / attack / safety / adversarial,Social Aspects->Safety,Academia; Other / unknown,Huilin Zhou; Jian Zhao; Yilu Zhong; Zhen Liang; Xiuyuan Chen; Yuchen Yuan; Tianle Zhang; Chi Zhang; Lan Zhang; Xuelong Li,Beijing Institute of Technology; China Telecom; Northwest Polytechnical University; Shanghai Jiao Tong University; TeleAI; University of Exeter; University of Science and Technology of China; Zhejiang Sci-Tech University,https://icml.cc/virtual/2026/poster/63565,https://www.alphaxiv.org/abs/2605.10067,
